Date,Campaign name,Ad set name,country,audience description,Amount spent (USD),return,Total investment,corection factor
2018-07-10,US_RCH_Campers_LeadGen,US_M/F_25-64_Camping Enthusiast,US,Camping Enthusiast,0.15,0.0,23.03,1952.0913735834033
2018-07-11,US_RCH_Campers_LeadGen,US_M/F_25-64_Camping Enthusiast,US,Camping Enthusiast,0.03,0.0,52.80000000000001,1860.2915394729519
2018-07-11,US_RCH_Campers_LeadGen,US_M/F_25-64_Camping Enthusiast,US,Camping Enthusiast,0.05,0.0,52.80000000000001,1860.2915394729519
2018-07-11,US_RCH_Campers_LeadGen,US_M/F_25-64_Camping Enthusiast,US,Camping Enthusiast,0.01,0.0,52.80000000000001,1860.2915394729519
2018-07-10,US_RCH_Campers_LeadGen,US_M/F_25-64_Camping Enthusiast,US,Camping Enthusiast,0.19,0.0,23.03,1952.0913735834033
2018-07-11,US_RCH_Campers_LeadGen,US_M/F_25-64_Camping Enthusiast,US,Camping Enthusiast,0.57,0.0,52.80000000000001,1860.2915394729519
2018-07-12,US_RCH_Campers_LeadGen,US_M/F_25-64_Camping Enthusiast,US,Camping Enthusiast,0.95,0.0,82.83999999999999,1772.0344176737444
2018-07-13,US_RCH_Campers_LeadGen,US_M/F_25-64_Camping Enthusiast,US,Camping Enthusiast,1.35,0.0,128.31,1646.3446701704888
2018-07-14,US_RCH_Campers_LeadGen,US_M/F_25-64_Camping Enthusiast,US,Camping Enthusiast,0.7,0.0,148.54,1593.328444386846
2018-07-15,US_RCH_Campers_LeadGen,US_M/F_25-64_Camping Enthusiast,US,Camping Enthusiast,1.16,0.0,194.81,1478.399357716087
2018-07-17,US_RCH_Campers_LeadGen,US_M/F_25-64_Camping Enthusiast,US,Camping Enthusiast,1.95,0.0,130.74,1639.884349937444
2018-07-18,US_RCH_Campers_LeadGen,US_M/F_25-64_Camping Enthusiast,US,Camping Enthusiast,1.82,0.0,261.03999999999996,1328.1664179652907
2018-07-10,US_RCH_Campers_LeadGen,US_M/F_25-64_Camping Enthusiast,US,Camping Enthusiast,0.22,0.0,23.03,1952.0913735834033
2018-07-11,US_RCH_Campers_LeadGen,US_M/F_25-64_Camping Enthusiast,US,Camping Enthusiast,0.96,0.0,52.80000000000001,1860.2915394729519
2018-07-12,US_RCH_Campers_LeadGen,US_M/F_25-64_Camping Enthusiast,US,Camping Enthusiast,1.82,0.0,82.83999999999999,1772.0344176737444
2018-07-13,US_RCH_Campers_LeadGen,US_M/F_25-64_Camping Enthusiast,US,Camping Enthusiast,1.21,0.0,128.31,1646.3446701704888
2018-07-14,US_RCH_Campers_LeadGen,US_M/F_25-64_Camping Enthusiast,US,Camping Enthusiast,0.65,0.0,148.54,1593.328444386846
2018-07-15,US_RCH_Campers_LeadGen,US_M/F_25-64_Camping Enthusiast,US,Camping Enthusiast,0.72,0.0,194.81,1478.399357716087
2018-07-16,US_RCH_Campers_LeadGen,US_M/F_25-64_Camping Enthusiast,US,Camping Enthusiast,0.67,0.0,236.78000000000003,1381.3374786644054
2018-07-17,US_RCH_Campers_LeadGen,US_M/F_25-64_Camping Enthusiast,US,Camping Enthusiast,1.38,0.0,130.74,1639.884349937444
2018-07-18,US_RCH_Campers_LeadGen,US_M/F_25-64_Camping Enthusiast,US,Camping Enthusiast,2.62,0.0,261.03999999999996,1328.1664179652907
2018-07-19,US_RCH_Campers_LeadGen,US_M/F_25-64_Camping Enthusiast,US,Camping Enthusiast,1.01,0.0,271.64,1305.581427137448
2018-07-11,US_RCH_Campers_LeadGen,US_M/F_25-64_Camping Enthusiast,US,Camping Enthusiast,0.01,0.0,52.80000000000001,1860.2915394729519
2018-07-12,US_RCH_Campers_LeadGen,US_M/F_25-64_Camping Enthusiast,US,Camping Enthusiast,0.07,0.0,82.83999999999999,1772.0344176737444
2018-07-13,US_RCH_Campers_LeadGen,US_M/F_25-64_Camping Enthusiast,US,Camping Enthusiast,0.08,0.0,128.31,1646.3446701704888
2018-07-14,US_RCH_Campers_LeadGen,US_M/F_25-64_Camping Enthusiast,US,Camping Enthusiast,0.03,0.0,148.54,1593.328444386846
2018-07-16,US_RCH_Campers_LeadGen,US_M/F_25-64_Camping Enthusiast,US,Camping Enthusiast,0.06,0.0,236.78000000000003,1381.3374786644054
2018-07-17,US_RCH_Campers_LeadGen,US_M/F_25-64_Camping Enthusiast,US,Camping Enthusiast,0.01,0.0,130.74,1639.884349937444
2018-07-18,US_RCH_Campers_LeadGen,US_M/F_25-64_Camping Enthusiast,US,Camping Enthusiast,0.07,0.0,261.03999999999996,1328.1664179652907
2018-07-11,US_RCH_Campers_LeadGen,US_M/F_25-64_Camping Enthusiast,US,Camping Enthusiast,2.01,0.0,52.80000000000001,1860.2915394729519
2018-07-12,US_RCH_Campers_LeadGen,US_M/F_25-64_Camping Enthusiast,US,Camping Enthusiast,1.88,0.9420293951342655,82.83999999999999,1772.0344176737444
2018-07-13,US_RCH_Campers_LeadGen,US_M/F_25-64_Camping Enthusiast,US,Camping Enthusiast,2.09,0.0,128.31,1646.3446701704888
2018-07-14,US_RCH_Campers_LeadGen,US_M/F_25-64_Camping Enthusiast,US,Camping Enthusiast,2.45,0.0,148.54,1593.328444386846
2018-07-15,US_RCH_Campers_LeadGen,US_M/F_25-64_Camping Enthusiast,US,Camping Enthusiast,2.72,0.0,194.81,1478.399357716087
2018-07-16,US_RCH_Campers_LeadGen,US_M/F_25-64_Camping Enthusiast,US,Camping Enthusiast,2.51,0.0,236.78000000000003,1381.3374786644054
2018-07-17,US_RCH_Campers_LeadGen,US_M/F_25-64_Camping Enthusiast,US,Camping Enthusiast,3.1,0.0,130.74,1639.884349937444
2018-07-19,US_RCH_Campers_LeadGen,US_M/F_25-64_Camping Enthusiast,US,Camping Enthusiast,0.93,0.0,271.64,1305.581427137448
2018-07-10,US_RCH_Campers_LeadGen,US_M/F_25-64_Camping Enthusiast,US,Camping Enthusiast,0.73,0.0,23.03,1952.0913735834033
2018-07-11,US_RCH_Campers_LeadGen,US_M/F_25-64_Camping Enthusiast,US,Camping Enthusiast,1.64,0.0,52.80000000000001,1860.2915394729519
2018-07-13,US_RCH_Campers_LeadGen,US_M/F_25-64_Camping Enthusiast,US,Camping Enthusiast,1.98,0.0,128.31,1646.3446701704888
2018-07-14,US_RCH_Campers_LeadGen,US_M/F_25-64_Camping Enthusiast,US,Camping Enthusiast,2.13,0.0,148.54,1593.328444386846
2018-07-16,US_RCH_Campers_LeadGen,US_M/F_25-64_Camping Enthusiast,US,Camping Enthusiast,1.89,0.0,236.78000000000003,1381.3374786644054
2018-07-17,US_RCH_Campers_LeadGen,US_M/F_25-64_Camping Enthusiast,US,Camping Enthusiast,1.87,0.0,130.74,1639.884349937444
2018-07-18,US_RCH_Campers_LeadGen,US_M/F_25-64_Camping Enthusiast,US,Camping Enthusiast,3.02,0.0,261.03999999999996,1328.1664179652907
2018-07-19,US_RCH_Campers_LeadGen,US_M/F_25-64_Camping Enthusiast,US,Camping Enthusiast,1.17,0.0,271.64,1305.581427137448
2018-07-10,US_RCH_Campers_LeadGen,US_M/F_25-64_Camping Enthusiast,US,Camping Enthusiast,0.03,0.0,23.03,1952.0913735834033
2018-07-12,US_RCH_Campers_LeadGen,US_M/F_25-64_Camping Enthusiast,US,Camping Enthusiast,0.08,0.0,82.83999999999999,1772.0344176737444
2018-07-13,US_RCH_Campers_LeadGen,US_M/F_25-64_Camping Enthusiast,US,Camping Enthusiast,0.04,0.0,128.31,1646.3446701704888
2018-07-14,US_RCH_Campers_LeadGen,US_M/F_25-64_Camping Enthusiast,US,Camping Enthusiast,0.03,0.0,148.54,1593.328444386846
2018-07-15,US_RCH_Campers_LeadGen,US_M/F_25-64_Camping Enthusiast,US,Camping Enthusiast,0.07,0.0,194.81,1478.399357716087
2018-07-18,US_RCH_Campers_LeadGen,US_M/F_25-64_Camping Enthusiast,US,Camping Enthusiast,0.05,0.0,261.03999999999996,1328.1664179652907
2018-07-10,US_RCH_Campers_LeadGen,US_M/F_25-64_Camping Enthusiast,US,Camping Enthusiast,1.14,0.0,23.03,1952.0913735834033
2018-07-11,US_RCH_Campers_LeadGen,US_M/F_25-64_Camping Enthusiast,US,Camping Enthusiast,3.07,0.0,52.80000000000001,1860.2915394729519
2018-07-12,US_RCH_Campers_LeadGen,US_M/F_25-64_Camping Enthusiast,US,Camping Enthusiast,2.28,0.0,82.83999999999999,1772.0344176737444
2018-07-13,US_RCH_Campers_LeadGen,US_M/F_25-64_Camping Enthusiast,US,Camping Enthusiast,3.52,0.0,128.31,1646.3446701704888
2018-07-15,US_RCH_Campers_LeadGen,US_M/F_25-64_Camping Enthusiast,US,Camping Enthusiast,3.05,0.0,194.81,1478.399357716087
2018-07-16,US_RCH_Campers_LeadGen,US_M/F_25-64_Camping Enthusiast,US,Camping Enthusiast,3.65,0.0,236.78000000000003,1381.3374786644054
2018-07-17,US_RCH_Campers_LeadGen,US_M/F_25-64_Camping Enthusiast,US,Camping Enthusiast,3.44,0.0,130.74,1639.884349937444
2018-07-19,US_RCH_Campers_LeadGen,US_M/F_25-64_Camping Enthusiast,US,Camping Enthusiast,0.6,0.0,271.64,1305.581427137448
2018-07-10,US_RCH_Campers_LeadGen,US_M/F_25-64_Camping Enthusiast,US,Camping Enthusiast,1.17,0.0,23.03,1952.0913735834033
2018-07-11,US_RCH_Campers_LeadGen,US_M/F_25-64_Camping Enthusiast,US,Camping Enthusiast,1.66,0.0,52.80000000000001,1860.2915394729519
2018-07-12,US_RCH_Campers_LeadGen,US_M/F_25-64_Camping Enthusiast,US,Camping Enthusiast,2.74,0.0,82.83999999999999,1772.0344176737444
2018-07-13,US_RCH_Campers_LeadGen,US_M/F_25-64_Camping Enthusiast,US,Camping Enthusiast,2.0,0.0,128.31,1646.3446701704888
2018-07-14,US_RCH_Campers_LeadGen,US_M/F_25-64_Camping Enthusiast,US,Camping Enthusiast,2.38,0.0,148.54,1593.328444386846
2018-07-15,US_RCH_Campers_LeadGen,US_M/F_25-64_Camping Enthusiast,US,Camping Enthusiast,3.0,0.0,194.81,1478.399357716087
2018-07-16,US_RCH_Campers_LeadGen,US_M/F_25-64_Camping Enthusiast,US,Camping Enthusiast,2.06,0.0,236.78000000000003,1381.3374786644054
2018-07-18,US_RCH_Campers_LeadGen,US_M/F_25-64_Camping Enthusiast,US,Camping Enthusiast,3.12,0.0,261.03999999999996,1328.1664179652907
2018-07-19,US_RCH_Campers_LeadGen,US_M/F_25-64_Camping Enthusiast,US,Camping Enthusiast,0.71,0.0,271.64,1305.581427137448
2018-07-10,US_RCH_Campers_LeadGen,US_M/F_25-64_Camping Enthusiast,US,Camping Enthusiast,0.03,0.0,23.03,1952.0913735834033
2018-07-11,US_RCH_Campers_LeadGen,US_M/F_25-64_Camping Enthusiast,US,Camping Enthusiast,0.15,0.0,52.80000000000001,1860.2915394729519
2018-07-12,US_RCH_Campers_LeadGen,US_M/F_25-64_Camping Enthusiast,US,Camping Enthusiast,0.08,0.0,82.83999999999999,1772.0344176737444
2018-07-13,US_RCH_Campers_LeadGen,US_M/F_25-64_Camping Enthusiast,US,Camping Enthusiast,0.19,0.0,128.31,1646.3446701704888
2018-07-14,US_RCH_Campers_LeadGen,US_M/F_25-64_Camping Enthusiast,US,Camping Enthusiast,0.04,0.0,148.54,1593.328444386846
2018-07-15,US_RCH_Campers_LeadGen,US_M/F_25-64_Camping Enthusiast,US,Camping Enthusiast,0.1,0.0,194.81,1478.399357716087
2018-07-16,US_RCH_Campers_LeadGen,US_M/F_25-64_Camping Enthusiast,US,Camping Enthusiast,0.04,0.0,236.78000000000003,1381.3374786644054
2018-07-10,US_RCH_Campers_LeadGen,US_M/F_25-64_Camping Enthusiast,US,Camping Enthusiast,2.35,0.0,23.03,1952.0913735834033
2018-07-11,US_RCH_Campers_LeadGen,US_M/F_25-64_Camping Enthusiast,US,Camping Enthusiast,3.48,0.26188578387235123,52.80000000000001,1860.2915394729519
2018-07-12,US_RCH_Campers_LeadGen,US_M/F_25-64_Camping Enthusiast,US,Camping Enthusiast,3.45,0.0,82.83999999999999,1772.0344176737444
2018-07-13,US_RCH_Campers_LeadGen,US_M/F_25-64_Camping Enthusiast,US,Camping Enthusiast,5.44,0.0,128.31,1646.3446701704888
2018-07-14,US_RCH_Campers_LeadGen,US_M/F_25-64_Camping Enthusiast,US,Camping Enthusiast,4.62,0.0,148.54,1593.328444386846
2018-07-15,US_RCH_Campers_LeadGen,US_M/F_25-64_Camping Enthusiast,US,Camping Enthusiast,4.58,0.0,194.81,1478.399357716087
2018-07-16,US_RCH_Campers_LeadGen,US_M/F_25-64_Camping Enthusiast,US,Camping Enthusiast,5.98,0.0,236.78000000000003,1381.3374786644054
2018-07-17,US_RCH_Campers_LeadGen,US_M/F_25-64_Camping Enthusiast,US,Camping Enthusiast,4.39,0.0,130.74,1639.884349937444
2018-07-18,US_RCH_Campers_LeadGen,US_M/F_25-64_Camping Enthusiast,US,Camping Enthusiast,2.86,0.0,261.03999999999996,1328.1664179652907
2018-07-10,US_RCH_Campers_LeadGen,US_M/F_25-64_Camping Enthusiast,US,Camping Enthusiast,1.52,0.0,23.03,1952.0913735834033
2018-07-12,US_RCH_Campers_LeadGen,US_M/F_25-64_Camping Enthusiast,US,Camping Enthusiast,2.79,0.0,82.83999999999999,1772.0344176737444
2018-07-13,US_RCH_Campers_LeadGen,US_M/F_25-64_Camping Enthusiast,US,Camping Enthusiast,2.38,0.0,128.31,1646.3446701704888
2018-07-14,US_RCH_Campers_LeadGen,US_M/F_25-64_Camping Enthusiast,US,Camping Enthusiast,2.56,0.0,148.54,1593.328444386846
2018-07-15,US_RCH_Campers_LeadGen,US_M/F_25-64_Camping Enthusiast,US,Camping Enthusiast,2.69,0.0,194.81,1478.399357716087
2018-07-16,US_RCH_Campers_LeadGen,US_M/F_25-64_Camping Enthusiast,US,Camping Enthusiast,1.41,0.0,236.78000000000003,1381.3374786644054
2018-07-17,US_RCH_Campers_LeadGen,US_M/F_25-64_Camping Enthusiast,US,Camping Enthusiast,1.57,0.0,130.74,1639.884349937444
2018-07-10,US_RCH_Campers_LeadGen,US_M/F_25-64_Camping Enthusiast,US,Camping Enthusiast,0.13,0.0,23.03,1952.0913735834033
2018-07-12,US_RCH_Campers_LeadGen,US_M/F_25-64_Camping Enthusiast,US,Camping Enthusiast,0.06,0.0,82.83999999999999,1772.0344176737444
2018-07-15,US_RCH_Campers_LeadGen,US_M/F_25-64_Camping Enthusiast,US,Camping Enthusiast,0.15,0.0,194.81,1478.399357716087
2018-07-16,US_RCH_Campers_LeadGen,US_M/F_25-64_Camping Enthusiast,US,Camping Enthusiast,0.02,0.0,236.78000000000003,1381.3374786644054
2018-07-17,US_RCH_Campers_LeadGen,US_M/F_25-64_Camping Enthusiast,US,Camping Enthusiast,0.04,0.0,130.74,1639.884349937444
2018-07-18,US_RCH_Campers_LeadGen,US_M/F_25-64_Camping Enthusiast,US,Camping Enthusiast,0.03,0.0,261.03999999999996,1328.1664179652907
2018-07-10,US_RCH_Campers_LeadGen,US_M/F_25-64_Camping Enthusiast,US,Camping Enthusiast,1.73,0.0,23.03,1952.0913735834033
