Date,Campaign name,Ad set name,Age,Gender,Amount spent (USD),Return on ad spend (ROAS),CTR (link click-through rate),Website purchase ROAS (return on advertising spend),Website purchases conversion value
2018-07-10,US_RCH_Campers_LeadGen,US_M/F_25-64_Camping Enthusiast,18-24,female,0.15,0,0,,
2018-07-10,US_RCH_Campers_LeadGen,US_M/F_25-64_Camping Enthusiast,18-24,male,0.06,0,0,,
2018-07-10,US_RCH_Campers_LeadGen,US_M/F_25-64_Camping Enthusiast,25-34,female,0.19,0,0,,
2018-07-10,US_RCH_Campers_LeadGen,US_M/F_25-64_Camping Enthusiast,25-34,male,0.22,0,0,,
2018-07-10,US_RCH_Campers_LeadGen,US_M/F_25-64_Camping Enthusiast,25-34,unknown,0,,0,,
2018-07-10,US_RCH_Campers_LeadGen,US_M/F_25-64_Camping Enthusiast,35-44,female,0.5,0,3.85,,
2018-07-10,US_RCH_Campers_LeadGen,US_M/F_25-64_Camping Enthusiast,35-44,male,0.73,0,8.43,,
2018-07-10,US_RCH_Campers_LeadGen,US_M/F_25-64_Camping Enthusiast,35-44,unknown,0.03,0,16.67,,
2018-07-10,US_RCH_Campers_LeadGen,US_M/F_25-64_Camping Enthusiast,45-54,female,1.14,0,9.89,,
2018-07-10,US_RCH_Campers_LeadGen,US_M/F_25-64_Camping Enthusiast,45-54,male,1.17,0,7,,
2018-07-10,US_RCH_Campers_LeadGen,US_M/F_25-64_Camping Enthusiast,45-54,unknown,0.03,0,33.33,,
2018-07-10,US_RCH_Campers_LeadGen,US_M/F_25-64_Camping Enthusiast,55-64,female,2.35,0,2.81,,
2018-07-10,US_RCH_Campers_LeadGen,US_M/F_25-64_Camping Enthusiast,55-64,male,1.52,0,5.22,,
2018-07-10,US_RCH_Campers_LeadGen,US_M/F_25-64_Camping Enthusiast,55-64,unknown,0.13,0,20,,
2018-07-10,US_RCH_Campers_LeadGen,US_M/F_25-64_Camping Enthusiast,65+,female,1.73,0,11.01,,
2018-07-10,US_RCH_Campers_LeadGen,US_M/F_25-64_Camping Enthusiast,65+,male,1.83,0,8.08,,
2018-07-10,US_RCH_Campers_LeadGen,US_M/F_25-64_Camping Enthusiast,65+,unknown,0.03,0,0,,
2018-07-10,US_RCH_Campers_LeadGen,US_M/F_25-64_Outdoor Activists,18-24,female,0.17,0,0,,
2018-07-10,US_RCH_Campers_LeadGen,US_M/F_25-64_Outdoor Activists,18-24,male,0.29,0,1.69,,
2018-07-10,US_RCH_Campers_LeadGen,US_M/F_25-64_Outdoor Activists,18-24,unknown,0,,0,,
2018-07-10,US_RCH_Campers_LeadGen,US_M/F_25-64_Outdoor Activists,25-34,female,0.4,0,0,,
2018-07-10,US_RCH_Campers_LeadGen,US_M/F_25-64_Outdoor Activists,25-34,male,0.32,0,0,,
2018-07-10,US_RCH_Campers_LeadGen,US_M/F_25-64_Outdoor Activists,25-34,unknown,0.08,0,0,,
2018-07-10,US_RCH_Campers_LeadGen,US_M/F_25-64_Outdoor Activists,35-44,female,1.17,0,3.06,,
2018-07-10,US_RCH_Campers_LeadGen,US_M/F_25-64_Outdoor Activists,35-44,male,0.68,0,3.57,,
2018-07-10,US_RCH_Campers_LeadGen,US_M/F_25-64_Outdoor Activists,35-44,unknown,0.05,0,0,,
2018-07-10,US_RCH_Campers_LeadGen,US_M/F_25-64_Outdoor Activists,45-54,female,1.34,0,3.62,,
2018-07-10,US_RCH_Campers_LeadGen,US_M/F_25-64_Outdoor Activists,45-54,male,1.21,0,4.3,,
2018-07-10,US_RCH_Campers_LeadGen,US_M/F_25-64_Outdoor Activists,45-54,unknown,0.06,0,0,,
2018-07-10,US_RCH_Campers_LeadGen,US_M/F_25-64_Outdoor Activists,55-64,female,1.93,0,3.21,,
2018-07-10,US_RCH_Campers_LeadGen,US_M/F_25-64_Outdoor Activists,55-64,male,1.59,0,3.13,,
2018-07-10,US_RCH_Campers_LeadGen,US_M/F_25-64_Outdoor Activists,55-64,unknown,0.07,0,0,,
2018-07-10,US_RCH_Campers_LeadGen,US_M/F_25-64_Outdoor Activists,65+,female,1.28,0,4.26,,
2018-07-10,US_RCH_Campers_LeadGen,US_M/F_25-64_Outdoor Activists,65+,male,1.3,0,4.05,,
2018-07-10,US_RCH_Campers_LeadGen,US_M/F_25-64_Outdoor Activists,65+,unknown,0.01,0,0,,
2018-07-11,EN_RCH_Campers_LeadGen,CA_M/F_25-64_Camping Enthusiast,35-44,female,0.03,0,0,,
2018-07-11,EN_RCH_Campers_LeadGen,CA_M/F_25-64_Camping Enthusiast,35-44,male,0,,0,,
2018-07-11,EN_RCH_Campers_LeadGen,CA_M/F_25-64_Camping Enthusiast,45-54,female,0.02,0,0,,
2018-07-11,EN_RCH_Campers_LeadGen,CA_M/F_25-64_Camping Enthusiast,45-54,male,0.01,0,0,,
2018-07-11,EN_RCH_Campers_LeadGen,CA_M/F_25-64_Camping Enthusiast,55-64,female,0.09,0,0,,
2018-07-11,EN_RCH_Campers_LeadGen,CA_M/F_25-64_Camping Enthusiast,55-64,male,0.01,0,0,,
2018-07-11,US_RCH_Campers_LeadGen,US_M/F_25-64_Camping Enthusiast,18-24,female,0.03,0,0,,
2018-07-11,US_RCH_Campers_LeadGen,US_M/F_25-64_Camping Enthusiast,18-24,male,0.05,0,0,,
2018-07-11,US_RCH_Campers_LeadGen,US_M/F_25-64_Camping Enthusiast,18-24,unknown,0.01,0,0,,
2018-07-11,US_RCH_Campers_LeadGen,US_M/F_25-64_Camping Enthusiast,25-34,female,0.57,0,0,,
2018-07-11,US_RCH_Campers_LeadGen,US_M/F_25-64_Camping Enthusiast,25-34,male,0.96,0,3.64,,
2018-07-11,US_RCH_Campers_LeadGen,US_M/F_25-64_Camping Enthusiast,25-34,unknown,0.01,0,0,,
2018-07-11,US_RCH_Campers_LeadGen,US_M/F_25-64_Camping Enthusiast,35-44,female,2.01,0,5.39,,
2018-07-11,US_RCH_Campers_LeadGen,US_M/F_25-64_Camping Enthusiast,35-44,male,1.64,0,3.45,,
2018-07-11,US_RCH_Campers_LeadGen,US_M/F_25-64_Camping Enthusiast,35-44,unknown,0.07,0,11.11,,
2018-07-11,US_RCH_Campers_LeadGen,US_M/F_25-64_Camping Enthusiast,45-54,female,3.07,0,5.99,,
2018-07-11,US_RCH_Campers_LeadGen,US_M/F_25-64_Camping Enthusiast,45-54,male,1.66,0,3.89,,
2018-07-11,US_RCH_Campers_LeadGen,US_M/F_25-64_Camping Enthusiast,45-54,unknown,0.15,0,12.5,,
2018-07-11,US_RCH_Campers_LeadGen,US_M/F_25-64_Camping Enthusiast,55-64,female,3.48,1695.4,7.27,,
2018-07-11,US_RCH_Campers_LeadGen,US_M/F_25-64_Camping Enthusiast,55-64,male,1.6,0,11.59,,
2018-07-11,US_RCH_Campers_LeadGen,US_M/F_25-64_Camping Enthusiast,55-64,unknown,0.07,0,0,,
2018-07-11,US_RCH_Campers_LeadGen,US_M/F_25-64_Camping Enthusiast,65+,female,0.57,0,14.81,,
2018-07-11,US_RCH_Campers_LeadGen,US_M/F_25-64_Camping Enthusiast,65+,male,0.31,0,7.32,,
2018-07-11,US_RCH_Campers_LeadGen,US_M/F_25-64_Camping Enthusiast,65+,unknown,0.04,0,33.33,,
2018-07-11,US_RCH_Campers_LeadGen,US_M/F_25-64_Outdoor Activists,18-24,female,0.11,0,0,,
2018-07-11,US_RCH_Campers_LeadGen,US_M/F_25-64_Outdoor Activists,18-24,male,0.08,0,0,,
2018-07-11,US_RCH_Campers_LeadGen,US_M/F_25-64_Outdoor Activists,25-34,female,0.36,0,1.56,,
2018-07-11,US_RCH_Campers_LeadGen,US_M/F_25-64_Outdoor Activists,25-34,male,0.37,0,3.03,,
2018-07-11,US_RCH_Campers_LeadGen,US_M/F_25-64_Outdoor Activists,25-34,unknown,0,,0,,
2018-07-11,US_RCH_Campers_LeadGen,US_M/F_25-64_Outdoor Activists,35-44,female,2.04,0,2.16,,
2018-07-11,US_RCH_Campers_LeadGen,US_M/F_25-64_Outdoor Activists,35-44,male,1.22,0,3.25,,
2018-07-11,US_RCH_Campers_LeadGen,US_M/F_25-64_Outdoor Activists,35-44,unknown,0.01,0,0,,
2018-07-11,US_RCH_Campers_LeadGen,US_M/F_25-64_Outdoor Activists,45-54,female,2.83,0,6.3,,
2018-07-11,US_RCH_Campers_LeadGen,US_M/F_25-64_Outdoor Activists,45-54,male,1.33,0,2.03,,
2018-07-11,US_RCH_Campers_LeadGen,US_M/F_25-64_Outdoor Activists,45-54,unknown,0.05,0,0,,
2018-07-11,US_RCH_Campers_LeadGen,US_M/F_25-64_Outdoor Activists,55-64,female,4.3,0,5.07,,
2018-07-11,US_RCH_Campers_LeadGen,US_M/F_25-64_Outdoor Activists,55-64,male,1.66,0,2.33,,
2018-07-11,US_RCH_Campers_LeadGen,US_M/F_25-64_Outdoor Activists,55-64,unknown,0.05,0,0,,
2018-07-11,US_RCH_Campers_LeadGen,US_M/F_25-64_Outdoor Activists,65+,female,0.87,0,2.86,,
2018-07-11,US_RCH_Campers_LeadGen,US_M/F_25-64_Outdoor Activists,65+,male,0.29,0,2.86,,
2018-07-11,US_RCH_Campers_LeadGen,US_M/F_25-64_Outdoor Activists,65+,unknown,0.04,0,0,,
2018-07-12,EN_RCH_Lookalikes_LeadGen,"AU_M/F_18-64_Lookalike (AU, 2%) - rainfactoryP22C",18-24,female,0.34,0,2.38,,
2018-07-12,EN_RCH_Lookalikes_LeadGen,"AU_M/F_18-64_Lookalike (AU, 2%) - rainfactoryP22C",18-24,male,0.32,0,2.6,,
2018-07-12,EN_RCH_Lookalikes_LeadGen,"AU_M/F_18-64_Lookalike (AU, 2%) - rainfactoryP22C",25-34,female,1.78,0,0,,
2018-07-12,EN_RCH_Lookalikes_LeadGen,"AU_M/F_18-64_Lookalike (AU, 2%) - rainfactoryP22C",25-34,male,1.72,0,2.91,,
2018-07-12,EN_RCH_Lookalikes_LeadGen,"AU_M/F_18-64_Lookalike (AU, 2%) - rainfactoryP22C",35-44,female,0.07,0,0,,
2018-07-12,EN_RCH_Lookalikes_LeadGen,"AU_M/F_18-64_Lookalike (AU, 2%) - rainfactoryP22C",35-44,male,0.9,0,1.41,,
2018-07-12,EN_RCH_Lookalikes_LeadGen,"AU_M/F_18-64_Lookalike (AU, 2%) - rainfactoryP22C",45-54,female,0.08,0,0,,
2018-07-12,EN_RCH_Lookalikes_LeadGen,"AU_M/F_18-64_Lookalike (AU, 2%) - rainfactoryP22C",45-54,male,1.15,0,2.63,,
2018-07-12,EN_RCH_Lookalikes_LeadGen,"AU_M/F_18-64_Lookalike (AU, 2%) - rainfactoryP22C",55-64,female,0.41,0,33.33,,
2018-07-12,EN_RCH_Lookalikes_LeadGen,"AU_M/F_18-64_Lookalike (AU, 2%) - rainfactoryP22C",55-64,male,1.24,0,3.85,,
2018-07-12,EN_RCH_Lookalikes_LeadGen,"AU_M/F_18-64_Lookalike (AU, 2%) - rainfactoryP22C",55-64,unknown,0.02,0,0,,
2018-07-12,EN_RCH_Lookalikes_LeadGen,"AU_M/F_18-64_Lookalike (AU, 2%) - rainfactoryS71C",18-24,female,0.06,0,0,,
2018-07-12,EN_RCH_Lookalikes_LeadGen,"AU_M/F_18-64_Lookalike (AU, 2%) - rainfactoryS71C",18-24,male,0.32,0,4.55,,
2018-07-12,EN_RCH_Lookalikes_LeadGen,"AU_M/F_18-64_Lookalike (AU, 2%) - rainfactoryS71C",18-24,unknown,0,,0,,
2018-07-12,EN_RCH_Lookalikes_LeadGen,"AU_M/F_18-64_Lookalike (AU, 2%) - rainfactoryS71C",25-34,female,1.47,0,0,,
2018-07-12,EN_RCH_Lookalikes_LeadGen,"AU_M/F_18-64_Lookalike (AU, 2%) - rainfactoryS71C",25-34,male,1.6,0,2.22,,
2018-07-12,EN_RCH_Lookalikes_LeadGen,"AU_M/F_18-64_Lookalike (AU, 2%) - rainfactoryS71C",25-34,unknown,0.01,0,0,,
2018-07-12,EN_RCH_Lookalikes_LeadGen,"AU_M/F_18-64_Lookalike (AU, 2%) - rainfactoryS71C",35-44,female,0.63,0,2.56,,
2018-07-12,EN_RCH_Lookalikes_LeadGen,"AU_M/F_18-64_Lookalike (AU, 2%) - rainfactoryS71C",35-44,male,1.86,0,9.16,,
2018-07-12,EN_RCH_Lookalikes_LeadGen,"AU_M/F_18-64_Lookalike (AU, 2%) - rainfactoryS71C",35-44,unknown,0.05,0,0,,
2018-07-12,EN_RCH_Lookalikes_LeadGen,"AU_M/F_18-64_Lookalike (AU, 2%) - rainfactoryS71C",45-54,female,0.57,0,0,,
2018-07-12,EN_RCH_Lookalikes_LeadGen,"AU_M/F_18-64_Lookalike (AU, 2%) - rainfactoryS71C",45-54,male,1.25,0,6.86,,
2018-07-12,EN_RCH_Lookalikes_LeadGen,"AU_M/F_18-64_Lookalike (AU, 2%) - rainfactoryS71C",45-54,unknown,0.03,0,0,,
2018-07-12,EN_RCH_Lookalikes_LeadGen,"AU_M/F_18-64_Lookalike (AU, 2%) - rainfactoryS71C",55-64,female,0.07,0,25,,
2018-07-12,EN_RCH_Lookalikes_LeadGen,"AU_M/F_18-64_Lookalike (AU, 2%) - rainfactoryS71C",55-64,male,0.25,0,10,,
2018-07-12,EN_RCH_Lookalikes_LeadGen,"CA_M/F_18-64_Lookalike (CA, 2%) - rainfactoryP22C",18-24,female,0,,0,,
2018-07-12,EN_RCH_Lookalikes_LeadGen,"CA_M/F_18-64_Lookalike (CA, 2%) - rainfactoryP22C",18-24,male,0.14,0,0,,
2018-07-12,EN_RCH_Lookalikes_LeadGen,"CA_M/F_18-64_Lookalike (CA, 2%) - rainfactoryP22C",25-34,female,0.07,0,0,,
2018-07-12,EN_RCH_Lookalikes_LeadGen,"CA_M/F_18-64_Lookalike (CA, 2%) - rainfactoryP22C",25-34,male,0.74,0,3.03,,
2018-07-12,EN_RCH_Lookalikes_LeadGen,"CA_M/F_18-64_Lookalike (CA, 2%) - rainfactoryP22C",25-34,unknown,0.01,0,0,,
2018-07-12,EN_RCH_Lookalikes_LeadGen,"CA_M/F_18-64_Lookalike (CA, 2%) - rainfactoryP22C",35-44,female,0.29,0,15.38,,
2018-07-12,EN_RCH_Lookalikes_LeadGen,"CA_M/F_18-64_Lookalike (CA, 2%) - rainfactoryP22C",35-44,male,1.83,0,4.35,,
2018-07-12,EN_RCH_Lookalikes_LeadGen,"CA_M/F_18-64_Lookalike (CA, 2%) - rainfactoryP22C",35-44,unknown,0.09,0,0,,
2018-07-12,EN_RCH_Lookalikes_LeadGen,"CA_M/F_18-64_Lookalike (CA, 2%) - rainfactoryP22C",45-54,female,0.27,0,6.67,,
2018-07-12,EN_RCH_Lookalikes_LeadGen,"CA_M/F_18-64_Lookalike (CA, 2%) - rainfactoryP22C",45-54,male,2.16,0,3.95,,
2018-07-12,EN_RCH_Lookalikes_LeadGen,"CA_M/F_18-64_Lookalike (CA, 2%) - rainfactoryP22C",45-54,unknown,0.02,0,0,,
2018-07-12,EN_RCH_Lookalikes_LeadGen,"CA_M/F_18-64_Lookalike (CA, 2%) - rainfactoryP22C",55-64,female,0.4,0,0,,
2018-07-12,EN_RCH_Lookalikes_LeadGen,"CA_M/F_18-64_Lookalike (CA, 2%) - rainfactoryP22C",55-64,male,1.97,0,0.78,,
2018-07-12,EN_RCH_Lookalikes_LeadGen,"CA_M/F_18-64_Lookalike (CA, 2%) - rainfactoryP22C",55-64,unknown,0.22,0,0,,
2018-07-12,EN_RCH_Lookalikes_LeadGen,"CA_M/F_18-64_Lookalike (CA, 2%) - rainfactoryS71C",18-24,female,0.05,0,0,,
2018-07-12,EN_RCH_Lookalikes_LeadGen,"CA_M/F_18-64_Lookalike (CA, 2%) - rainfactoryS71C",18-24,male,0.27,0,0,,
2018-07-12,EN_RCH_Lookalikes_LeadGen,"CA_M/F_18-64_Lookalike (CA, 2%) - rainfactoryS71C",25-34,female,1.55,0,1.92,,
2018-07-12,EN_RCH_Lookalikes_LeadGen,"CA_M/F_18-64_Lookalike (CA, 2%) - rainfactoryS71C",25-34,male,2.16,0,2.43,,
2018-07-12,EN_RCH_Lookalikes_LeadGen,"CA_M/F_18-64_Lookalike (CA, 2%) - rainfactoryS71C",25-34,unknown,0.02,0,0,,
2018-07-12,EN_RCH_Lookalikes_LeadGen,"CA_M/F_18-64_Lookalike (CA, 2%) - rainfactoryS71C",35-44,female,0.82,0,6.35,,
2018-07-12,EN_RCH_Lookalikes_LeadGen,"CA_M/F_18-64_Lookalike (CA, 2%) - rainfactoryS71C",35-44,male,1.27,0,3.41,,
2018-07-12,EN_RCH_Lookalikes_LeadGen,"CA_M/F_18-64_Lookalike (CA, 2%) - rainfactoryS71C",35-44,unknown,0.05,0,0,,
2018-07-12,EN_RCH_Lookalikes_LeadGen,"CA_M/F_18-64_Lookalike (CA, 2%) - rainfactoryS71C",45-54,female,0.62,0,5.66,,
2018-07-12,EN_RCH_Lookalikes_LeadGen,"CA_M/F_18-64_Lookalike (CA, 2%) - rainfactoryS71C",45-54,male,0.99,0,1.37,,
2018-07-12,EN_RCH_Lookalikes_LeadGen,"CA_M/F_18-64_Lookalike (CA, 2%) - rainfactoryS71C",45-54,unknown,0.07,0,0,,
2018-07-12,EN_RCH_Lookalikes_LeadGen,"CA_M/F_18-64_Lookalike (CA, 2%) - rainfactoryS71C",55-64,female,0.11,0,10,,
2018-07-12,EN_RCH_Lookalikes_LeadGen,"CA_M/F_18-64_Lookalike (CA, 2%) - rainfactoryS71C",55-64,male,0.28,0,14.29,,
2018-07-12,EN_RCH_Lookalikes_LeadGen,"GB_M/F_18-64_Lookalike (GB, 2%) - rainfactoryP22C",18-24,male,0.05,0,0,,
2018-07-12,EN_RCH_Lookalikes_LeadGen,"GB_M/F_18-64_Lookalike (GB, 2%) - rainfactoryP22C",25-34,male,0.54,0,0,,
2018-07-12,EN_RCH_Lookalikes_LeadGen,"GB_M/F_18-64_Lookalike (GB, 2%) - rainfactoryP22C",35-44,female,0.01,0,0,,
2018-07-12,EN_RCH_Lookalikes_LeadGen,"GB_M/F_18-64_Lookalike (GB, 2%) - rainfactoryP22C",35-44,male,1.08,0,0,,
2018-07-12,EN_RCH_Lookalikes_LeadGen,"GB_M/F_18-64_Lookalike (GB, 2%) - rainfactoryP22C",35-44,unknown,0.01,0,100,,
2018-07-12,EN_RCH_Lookalikes_LeadGen,"GB_M/F_18-64_Lookalike (GB, 2%) - rainfactoryP22C",45-54,female,0,,0,,
2018-07-12,EN_RCH_Lookalikes_LeadGen,"GB_M/F_18-64_Lookalike (GB, 2%) - rainfactoryP22C",45-54,male,1.07,0,1.3,,
2018-07-12,EN_RCH_Lookalikes_LeadGen,"GB_M/F_18-64_Lookalike (GB, 2%) - rainfactoryP22C",45-54,unknown,0.06,0,0,,
2018-07-12,EN_RCH_Lookalikes_LeadGen,"GB_M/F_18-64_Lookalike (GB, 2%) - rainfactoryP22C",55-64,female,0.19,0,16.67,,
2018-07-12,EN_RCH_Lookalikes_LeadGen,"GB_M/F_18-64_Lookalike (GB, 2%) - rainfactoryP22C",55-64,male,0.66,0,10.81,,
2018-07-12,EN_RCH_Lookalikes_LeadGen,"GB_M/F_18-64_Lookalike (GB, 2%) - rainfactoryP22C",55-64,unknown,0.04,0,0,,
2018-07-12,EN_RCH_Lookalikes_LeadGen,"GB_M/F_18-64_Lookalike (GB, 2%) - rainfactoryS71C",18-24,female,0.21,0,0,,
2018-07-12,EN_RCH_Lookalikes_LeadGen,"GB_M/F_18-64_Lookalike (GB, 2%) - rainfactoryS71C",18-24,male,0.26,0,2.22,,
2018-07-12,EN_RCH_Lookalikes_LeadGen,"GB_M/F_18-64_Lookalike (GB, 2%) - rainfactoryS71C",18-24,unknown,0.01,0,0,,
2018-07-12,EN_RCH_Lookalikes_LeadGen,"GB_M/F_18-64_Lookalike (GB, 2%) - rainfactoryS71C",25-34,female,0.31,0,0,,
2018-07-12,EN_RCH_Lookalikes_LeadGen,"GB_M/F_18-64_Lookalike (GB, 2%) - rainfactoryS71C",25-34,male,0.43,0,0,,
2018-07-12,EN_RCH_Lookalikes_LeadGen,"GB_M/F_18-64_Lookalike (GB, 2%) - rainfactoryS71C",35-44,female,0.18,0,0,,
2018-07-12,EN_RCH_Lookalikes_LeadGen,"GB_M/F_18-64_Lookalike (GB, 2%) - rainfactoryS71C",35-44,male,0.68,0,0,,
2018-07-12,EN_RCH_Lookalikes_LeadGen,"GB_M/F_18-64_Lookalike (GB, 2%) - rainfactoryS71C",45-54,female,0.55,0,1.67,,
2018-07-12,EN_RCH_Lookalikes_LeadGen,"GB_M/F_18-64_Lookalike (GB, 2%) - rainfactoryS71C",45-54,male,0.83,0,6.9,,
2018-07-12,EN_RCH_Lookalikes_LeadGen,"GB_M/F_18-64_Lookalike (GB, 2%) - rainfactoryS71C",55-64,female,0.08,0,0,,
2018-07-12,EN_RCH_Lookalikes_LeadGen,"GB_M/F_18-64_Lookalike (GB, 2%) - rainfactoryS71C",55-64,male,0.01,0,0,,
2018-07-12,EN_RCH_Lookalikes_LeadGen,"NZ_M/F_18-64_Lookalike (NZ, 2%) - rainfactoryP22C",18-24,female,0.01,0,0,,
2018-07-12,EN_RCH_Lookalikes_LeadGen,"NZ_M/F_18-64_Lookalike (NZ, 2%) - rainfactoryP22C",18-24,male,0.26,0,0,,
2018-07-12,EN_RCH_Lookalikes_LeadGen,"NZ_M/F_18-64_Lookalike (NZ, 2%) - rainfactoryP22C",25-34,female,0.88,0,0.98,,
2018-07-12,EN_RCH_Lookalikes_LeadGen,"NZ_M/F_18-64_Lookalike (NZ, 2%) - rainfactoryP22C",25-34,male,1.36,0,1.83,,
2018-07-12,EN_RCH_Lookalikes_LeadGen,"NZ_M/F_18-64_Lookalike (NZ, 2%) - rainfactoryP22C",25-34,unknown,0.01,0,0,,
2018-07-12,EN_RCH_Lookalikes_LeadGen,"NZ_M/F_18-64_Lookalike (NZ, 2%) - rainfactoryP22C",35-44,female,0.42,0,0,,
2018-07-12,EN_RCH_Lookalikes_LeadGen,"NZ_M/F_18-64_Lookalike (NZ, 2%) - rainfactoryP22C",35-44,male,1.64,0,0,,
2018-07-12,EN_RCH_Lookalikes_LeadGen,"NZ_M/F_18-64_Lookalike (NZ, 2%) - rainfactoryP22C",35-44,unknown,0.03,0,0,,
2018-07-12,EN_RCH_Lookalikes_LeadGen,"NZ_M/F_18-64_Lookalike (NZ, 2%) - rainfactoryP22C",45-54,female,0.25,0,0,,
2018-07-12,EN_RCH_Lookalikes_LeadGen,"NZ_M/F_18-64_Lookalike (NZ, 2%) - rainfactoryP22C",45-54,male,2.15,0,2.55,,
2018-07-12,EN_RCH_Lookalikes_LeadGen,"NZ_M/F_18-64_Lookalike (NZ, 2%) - rainfactoryP22C",45-54,unknown,0.08,0,0,,
2018-07-12,EN_RCH_Lookalikes_LeadGen,"NZ_M/F_18-64_Lookalike (NZ, 2%) - rainfactoryP22C",55-64,female,0.35,0,5.26,,
2018-07-12,EN_RCH_Lookalikes_LeadGen,"NZ_M/F_18-64_Lookalike (NZ, 2%) - rainfactoryP22C",55-64,male,1.41,0,1.01,,
2018-07-12,EN_RCH_Lookalikes_LeadGen,"NZ_M/F_18-64_Lookalike (NZ, 2%) - rainfactoryP22C",55-64,unknown,0.09,0,0,,
2018-07-12,US_RCH_Campers_LeadGen,US_M/F_25-64_Camping Enthusiast,25-34,female,0.95,0,10.1,,
2018-07-12,US_RCH_Campers_LeadGen,US_M/F_25-64_Camping Enthusiast,25-34,male,1.82,0,5.5,,
2018-07-12,US_RCH_Campers_LeadGen,US_M/F_25-64_Camping Enthusiast,25-34,unknown,0.07,0,0,,
2018-07-12,US_RCH_Campers_LeadGen,US_M/F_25-64_Camping Enthusiast,35-44,female,1.88,3138.3,8.38,,
2018-07-12,US_RCH_Campers_LeadGen,US_M/F_25-64_Camping Enthusiast,35-44,male,2.34,0,4.56,,
2018-07-12,US_RCH_Campers_LeadGen,US_M/F_25-64_Camping Enthusiast,35-44,unknown,0.08,0,0,,
2018-07-12,US_RCH_Campers_LeadGen,US_M/F_25-64_Camping Enthusiast,45-54,female,2.28,0,5.24,,
2018-07-12,US_RCH_Campers_LeadGen,US_M/F_25-64_Camping Enthusiast,45-54,male,2.74,0,6.32,,
2018-07-12,US_RCH_Campers_LeadGen,US_M/F_25-64_Camping Enthusiast,45-54,unknown,0.08,0,0,,
2018-07-12,US_RCH_Campers_LeadGen,US_M/F_25-64_Camping Enthusiast,55-64,female,3.45,0,8.45,,
2018-07-12,US_RCH_Campers_LeadGen,US_M/F_25-64_Camping Enthusiast,55-64,male,2.79,0,5.98,,
2018-07-12,US_RCH_Campers_LeadGen,US_M/F_25-64_Camping Enthusiast,55-64,unknown,0.06,0,14.29,,
2018-07-12,US_RCH_Campers_LeadGen,US_M/F_25-64_Outdoor Activists,25-34,female,0.55,0,1.39,,
2018-07-12,US_RCH_Campers_LeadGen,US_M/F_25-64_Outdoor Activists,25-34,male,1.38,0,4.38,,
2018-07-12,US_RCH_Campers_LeadGen,US_M/F_25-64_Outdoor Activists,25-34,unknown,0.01,0,0,,
2018-07-12,US_RCH_Campers_LeadGen,US_M/F_25-64_Outdoor Activists,35-44,female,2.06,0,5.05,,
2018-07-12,US_RCH_Campers_LeadGen,US_M/F_25-64_Outdoor Activists,35-44,male,2.38,0,5.21,,
2018-07-12,US_RCH_Campers_LeadGen,US_M/F_25-64_Outdoor Activists,35-44,unknown,0.06,0,33.33,,
2018-07-12,US_RCH_Campers_LeadGen,US_M/F_25-64_Outdoor Activists,45-54,female,3.31,0,5.98,,
2018-07-12,US_RCH_Campers_LeadGen,US_M/F_25-64_Outdoor Activists,45-54,male,2.96,0,7.5,,
2018-07-12,US_RCH_Campers_LeadGen,US_M/F_25-64_Outdoor Activists,45-54,unknown,0.06,0,0,,
2018-07-12,US_RCH_Campers_LeadGen,US_M/F_25-64_Outdoor Activists,55-64,female,4.58,0,11.08,,
2018-07-12,US_RCH_Campers_LeadGen,US_M/F_25-64_Outdoor Activists,55-64,male,2.53,0,6.22,,
2018-07-12,US_RCH_Campers_LeadGen,US_M/F_25-64_Outdoor Activists,55-64,unknown,0.02,0,0,,
2018-07-12,US_RCH_Lookalikes_LeadGen,"US_M/F_25-64_Lookalike (US, 2%) - rainfactoryP22C",18-24,female,0.01,0,0,,
2018-07-12,US_RCH_Lookalikes_LeadGen,"US_M/F_25-64_Lookalike (US, 2%) - rainfactoryP22C",18-24,male,0.12,0,0,,
2018-07-12,US_RCH_Lookalikes_LeadGen,"US_M/F_25-64_Lookalike (US, 2%) - rainfactoryP22C",25-34,female,0.01,0,0,,
2018-07-12,US_RCH_Lookalikes_LeadGen,"US_M/F_25-64_Lookalike (US, 2%) - rainfactoryP22C",25-34,male,0.8,0,0,,
2018-07-12,US_RCH_Lookalikes_LeadGen,"US_M/F_25-64_Lookalike (US, 2%) - rainfactoryP22C",35-44,female,0.18,0,0,,
2018-07-12,US_RCH_Lookalikes_LeadGen,"US_M/F_25-64_Lookalike (US, 2%) - rainfactoryP22C",35-44,male,2.18,0,4.23,,
2018-07-12,US_RCH_Lookalikes_LeadGen,"US_M/F_25-64_Lookalike (US, 2%) - rainfactoryP22C",45-54,female,0.98,0,0,,
2018-07-12,US_RCH_Lookalikes_LeadGen,"US_M/F_25-64_Lookalike (US, 2%) - rainfactoryP22C",45-54,male,1.67,0,5.8,,
2018-07-12,US_RCH_Lookalikes_LeadGen,"US_M/F_25-64_Lookalike (US, 2%) - rainfactoryP22C",55-64,female,0.87,0,0,,
2018-07-12,US_RCH_Lookalikes_LeadGen,"US_M/F_25-64_Lookalike (US, 2%) - rainfactoryP22C",55-64,male,1.68,0,3.39,,
