Date,Campaign name,Ad set name,Age,Gender,Amount spent (USD),Return on ad spend (ROAS),country,audience description,Total investment,corection factor
8/6/2018,US_RCH_Outdoor_LeadGen,US_M_24-54_REI/Dick's + CF Early Tech + Parent *580K,45-54,male,17.04,0.410643817,US,REI/Dick's + CF Early Tech + Parent *580K,0,3701.382891
8/7/2018,US_RCH_Outdoor_LeadGen,US_M_24-54_REI/Dick's + CF Early Tech + Parent *580K,45-54,male,4.17,0,US,REI/Dick's + CF Early Tech + Parent *580K,0,3701.382891
8/3/2018,US_RCH_Outdoor_LeadGen,US_M_24-54_Ecotourism + CF Early Tech + Non Parent *840K - Dynamic Ad,45-54,male,17.33,0,US,Ecotourism + CF Early Tech + Non Parent *840K - Dynamic Ad,17.33,3333.439243
8/4/2018,US_RCH_Outdoor_LeadGen,US_M_24-54_Ecotourism + CF Early Tech + Non Parent *840K - Dynamic Ad,45-54,male,37.23,0.640047266,US,Ecotourism + CF Early Tech + Non Parent *840K - Dynamic Ad,0,3701.382891
8/5/2018,US_RCH_Outdoor_LeadGen,US_M_24-54_Ecotourism + CF Early Tech + Non Parent *840K - Dynamic Ad,45-54,male,41.4,0.16901791,US,Ecotourism + CF Early Tech + Non Parent *840K - Dynamic Ad,0,3701.382891
8/6/2018,US_RCH_Outdoor_LeadGen,US_M_24-54_Ecotourism + CF Early Tech + Non Parent *840K - Dynamic Ad,45-54,male,38.68,0,US,Ecotourism + CF Early Tech + Non Parent *840K - Dynamic Ad,0,3701.382891
8/7/2018,US_RCH_Outdoor_LeadGen,US_M_24-54_Ecotourism + CF Early Tech + Non Parent *840K - Dynamic Ad,45-54,male,10.51,0,US,Ecotourism + CF Early Tech + Non Parent *840K - Dynamic Ad,0,3701.382891
7/10/2018,US_RCH_Campers_LeadGen,US_M/F_25-64_Camping Enthusiast,55-64,female,2.35,0,US,Camping Enthusiast,2.35,3649.202273
7/11/2018,US_RCH_Campers_LeadGen,US_M/F_25-64_Camping Enthusiast,55-64,female,3.48,0.474466204,US,Camping Enthusiast,5.83,3573.278744
7/12/2018,US_RCH_Campers_LeadGen,US_M/F_25-64_Camping Enthusiast,55-64,female,3.45,0,US,Camping Enthusiast,9.28,3499.569083
7/13/2018,US_RCH_Campers_LeadGen,US_M/F_25-64_Camping Enthusiast,55-64,female,5.44,0,US,Camping Enthusiast,14.72,3386.41953
7/14/2018,US_RCH_Campers_LeadGen,US_M/F_25-64_Camping Enthusiast,55-64,female,4.62,0,US,Camping Enthusiast,19.34,3293.203106
7/15/2018,US_RCH_Campers_LeadGen,US_M/F_25-64_Camping Enthusiast,55-64,female,4.58,0,US,Camping Enthusiast,23.92,3203.326651
7/16/2018,US_RCH_Campers_LeadGen,US_M/F_25-64_Camping Enthusiast,55-64,female,5.98,0,US,Camping Enthusiast,29.9,3089.658863
7/17/2018,US_RCH_Campers_LeadGen,US_M/F_25-64_Camping Enthusiast,55-64,female,4.39,0,US,Camping Enthusiast,34.29,3008.789293
7/18/2018,US_RCH_Campers_LeadGen,US_M/F_25-64_Camping Enthusiast,55-64,female,2.86,0,US,Camping Enthusiast,37.15,2957.246516
7/10/2018,US_RCH_Campers_LeadGen,US_M/F_25-64_Outdoor Activists,55-64,female,1.93,0,US,Outdoor Activists,1.93,3658.473886
7/11/2018,US_RCH_Campers_LeadGen,US_M/F_25-64_Outdoor Activists,55-64,female,4.3,0,US,Outdoor Activists,6.23,3564.653762
7/12/2018,US_RCH_Campers_LeadGen,US_M/F_25-64_Outdoor Activists,55-64,female,4.58,0,US,Outdoor Activists,10.81,3467.369022
7/13/2018,US_RCH_Campers_LeadGen,US_M/F_25-64_Outdoor Activists,55-64,female,4.46,0,US,Outdoor Activists,15.27,3375.18545
7/14/2018,US_RCH_Campers_LeadGen,US_M/F_25-64_Outdoor Activists,55-64,female,3.99,0,US,Outdoor Activists,19.26,3294.795246
7/15/2018,US_RCH_Campers_LeadGen,US_M/F_25-64_Outdoor Activists,55-64,female,3.6,0,US,Outdoor Activists,22.86,3223.907165
7/16/2018,US_RCH_Campers_LeadGen,US_M/F_25-64_Outdoor Activists,55-64,female,3.84,0,US,Outdoor Activists,26.7,3149.973479
7/17/2018,US_RCH_Campers_LeadGen,US_M/F_25-64_Outdoor Activists,55-64,female,3.22,0,US,Outdoor Activists,29.92,3089.285611
7/19/2018,US_RCH_Campers_LeadGen,US_M/F_25-64_Outdoor Activists,55-64,female,2.75,0,US,Outdoor Activists,34.82,2999.170376
7/20/2018,US_RCH_Campers_LeadGen,US_M/F_25-64_Outdoor Activists,55-64,female,3.35,0,US,Outdoor Activists,38.17,2939.078596
7/21/2018,US_RCH_Campers_LeadGen,US_M/F_25-64_Outdoor Activists,55-64,female,2.98,0,US,Outdoor Activists,41.15,2886.63645
7/22/2018,US_RCH_Campers_LeadGen,US_M/F_25-64_Outdoor Activists,55-64,female,2.73,0,US,Outdoor Activists,43.88,2839.415494
7/23/2018,US_RCH_Campers_LeadGen,US_M/F_25-64_Outdoor Activists,55-64,female,3.75,0,US,Outdoor Activists,47.63,2775.80827
7/26/2018,US_RCH_Campers_LeadGen,US_M/F_25-64_Outdoor Activists,55-64,female,4.46,0,US,Outdoor Activists,63.89,2516.085929
7/27/2018,US_RCH_Campers_LeadGen,US_M/F_25-64_Outdoor Activists,55-64,female,4.55,0,US,Outdoor Activists,68.44,2447.86181
7/28/2018,US_RCH_Campers_LeadGen,US_M/F_25-64_Outdoor Activists,55-64,female,3.97,0,US,Outdoor Activists,72.41,2389.847367
7/30/2018,US_RCH_Campers_LeadGen,US_M/F_25-64_Outdoor Activists,55-64,female,3.21,0,US,Outdoor Activists,79.63,2287.841222
7/31/2018,US_RCH_Campers_LeadGen,US_M/F_25-64_Outdoor Activists,55-64,female,2.87,0,US,Outdoor Activists,82.5,2248.512969
8/1/2018,US_RCH_Campers_LeadGen,US_M/F_25-64_Outdoor Activists,55-64,female,1.74,0,US,Outdoor Activists,84.24,2224.999291
8/3/2018,US_RCH_Campers_LeadGen,US_M/F_25-64_Outdoor Activists,55-64,female,2.2,0,US,Outdoor Activists,87.11,2186.751298
8/4/2018,US_RCH_Campers_LeadGen,US_M/F_25-64_Outdoor Activists,55-64,female,4.09,0,US,Outdoor Activists,0,3701.382891
8/5/2018,US_RCH_Campers_LeadGen,US_M/F_25-64_Outdoor Activists,55-64,female,4.1,0,US,Outdoor Activists,0,3701.382891
8/7/2018,US_RCH_Campers_LeadGen,US_M/F_25-64_Outdoor Activists,55-64,female,0.78,0,US,Outdoor Activists,0,3701.382891
7/10/2018,US_RCH_Campers_LeadGen,US_M/F_25-64_Camping Enthusiast,55-64,male,1.52,0,US,Camping Enthusiast,1.52,3667.547476
7/12/2018,US_RCH_Campers_LeadGen,US_M/F_25-64_Camping Enthusiast,55-64,male,2.79,0,US,Camping Enthusiast,5.91,3571.55214
7/13/2018,US_RCH_Campers_LeadGen,US_M/F_25-64_Camping Enthusiast,55-64,male,2.38,0,US,Camping Enthusiast,8.29,3520.563689
7/14/2018,US_RCH_Campers_LeadGen,US_M/F_25-64_Camping Enthusiast,55-64,male,2.56,0,US,Camping Enthusiast,10.85,3466.531263
7/15/2018,US_RCH_Campers_LeadGen,US_M/F_25-64_Camping Enthusiast,55-64,male,2.69,0,US,Camping Enthusiast,13.54,3410.648277
7/16/2018,US_RCH_Campers_LeadGen,US_M/F_25-64_Camping Enthusiast,55-64,male,1.41,0,US,Camping Enthusiast,14.95,3381.717237
7/17/2018,US_RCH_Campers_LeadGen,US_M/F_25-64_Camping Enthusiast,55-64,male,1.57,0,US,Camping Enthusiast,16.52,3349.79191
7/10/2018,US_RCH_Campers_LeadGen,US_M/F_25-64_Outdoor Activists,55-64,male,1.59,0,US,Outdoor Activists,1.59,3665.996741
7/11/2018,US_RCH_Campers_LeadGen,US_M/F_25-64_Outdoor Activists,55-64,male,1.66,0,US,Outdoor Activists,3.25,3629.41363
7/13/2018,US_RCH_Campers_LeadGen,US_M/F_25-64_Outdoor Activists,55-64,male,2.29,0,US,Outdoor Activists,8.07,3525.246232
7/14/2018,US_RCH_Campers_LeadGen,US_M/F_25-64_Outdoor Activists,55-64,male,3,0,US,Outdoor Activists,11.07,3461.926753
7/15/2018,US_RCH_Campers_LeadGen,US_M/F_25-64_Outdoor Activists,55-64,male,2.56,0,US,Outdoor Activists,13.63,3408.794272
7/16/2018,US_RCH_Campers_LeadGen,US_M/F_25-64_Outdoor Activists,55-64,male,1.87,0,US,Outdoor Activists,15.5,3370.498762
7/17/2018,US_RCH_Campers_LeadGen,US_M/F_25-64_Outdoor Activists,55-64,male,1.71,0,US,Outdoor Activists,17.21,3335.856576
7/20/2018,US_RCH_Campers_LeadGen,US_M/F_25-64_Outdoor Activists,55-64,male,2.02,0,US,Outdoor Activists,22.45,3231.903165
7/22/2018,US_RCH_Campers_LeadGen,US_M/F_25-64_Outdoor Activists,55-64,male,2.19,0,US,Outdoor Activists,26.33,3157.023105
7/23/2018,US_RCH_Campers_LeadGen,US_M/F_25-64_Outdoor Activists,55-64,male,2.41,0,US,Outdoor Activists,28.74,3111.388598
7/24/2018,US_RCH_Campers_LeadGen,US_M/F_25-64_Outdoor Activists,55-64,male,0.93,0,US,Outdoor Activists,29.67,3093.955517
7/25/2018,US_RCH_Campers_LeadGen,US_M/F_25-64_Outdoor Activists,55-64,male,1.18,0,US,Outdoor Activists,30.85,3071.976646
7/27/2018,US_RCH_Campers_LeadGen,US_M/F_25-64_Outdoor Activists,55-64,male,1.59,0,US,Outdoor Activists,33.2,3028.669173
7/28/2018,US_RCH_Campers_LeadGen,US_M/F_25-64_Outdoor Activists,55-64,male,1.56,0,US,Outdoor Activists,34.76,3000.258082
7/29/2018,US_RCH_Campers_LeadGen,US_M/F_25-64_Outdoor Activists,55-64,male,1.24,0,US,Outdoor Activists,36,2977.865149
7/30/2018,US_RCH_Campers_LeadGen,US_M/F_25-64_Outdoor Activists,55-64,male,1.24,0,US,Outdoor Activists,37.24,2955.639349
7/31/2018,US_RCH_Campers_LeadGen,US_M/F_25-64_Outdoor Activists,55-64,male,1.04,0,US,Outdoor Activists,38.28,2937.126317
8/2/2018,US_RCH_Campers_LeadGen,US_M/F_25-64_Outdoor Activists,55-64,male,0.87,0,US,Outdoor Activists,40.18,2903.603353
8/3/2018,US_RCH_Campers_LeadGen,US_M/F_25-64_Outdoor Activists,55-64,male,1.51,0,US,Outdoor Activists,41.69,2877.234503
8/4/2018,US_RCH_Campers_LeadGen,US_M/F_25-64_Outdoor Activists,55-64,male,1.78,0,US,Outdoor Activists,0,3701.382891
8/6/2018,US_RCH_Campers_LeadGen,US_M/F_25-64_Outdoor Activists,55-64,male,1.33,0,US,Outdoor Activists,0,3701.382891
8/7/2018,US_RCH_Campers_LeadGen,US_M/F_25-64_Outdoor Activists,55-64,male,0.56,0,US,Outdoor Activists,0,3701.382891
7/10/2018,US_RCH_Campers_LeadGen,US_M/F_25-64_Camping Enthusiast,55-64,unknown,0.13,0,US,Camping Enthusiast,0.13,3698.476905
7/12/2018,US_RCH_Campers_LeadGen,US_M/F_25-64_Camping Enthusiast,55-64,unknown,0.06,0,US,Camping Enthusiast,0.26,3695.5732
7/15/2018,US_RCH_Campers_LeadGen,US_M/F_25-64_Camping Enthusiast,55-64,unknown,0.15,0,US,Camping Enthusiast,0.57,3688.658177
7/16/2018,US_RCH_Campers_LeadGen,US_M/F_25-64_Camping Enthusiast,55-64,unknown,0.02,0,US,Camping Enthusiast,0.59,3688.212491
7/17/2018,US_RCH_Campers_LeadGen,US_M/F_25-64_Camping Enthusiast,55-64,unknown,0.04,0,US,Camping Enthusiast,0.63,3687.321281
7/18/2018,US_RCH_Campers_LeadGen,US_M/F_25-64_Camping Enthusiast,55-64,unknown,0.03,0,US,Camping Enthusiast,0.66,3686.653015
7/10/2018,US_RCH_Campers_LeadGen,US_M/F_25-64_Outdoor Activists,55-64,unknown,0.07,0,US,Outdoor Activists,0.07,3699.817846
7/11/2018,US_RCH_Campers_LeadGen,US_M/F_25-64_Outdoor Activists,55-64,unknown,0.05,0,US,Outdoor Activists,0.12,3698.700361
7/12/2018,US_RCH_Campers_LeadGen,US_M/F_25-64_Outdoor Activists,55-64,unknown,0.02,0,US,Outdoor Activists,0.14,3698.253462
7/13/2018,US_RCH_Campers_LeadGen,US_M/F_25-64_Outdoor Activists,55-64,unknown,0.11,0,US,Outdoor Activists,0.25,3695.796481
7/14/2018,US_RCH_Campers_LeadGen,US_M/F_25-64_Outdoor Activists,55-64,unknown,0.04,0,US,Outdoor Activists,0.29,3694.903439
7/15/2018,US_RCH_Campers_LeadGen,US_M/F_25-64_Outdoor Activists,55-64,unknown,0.07,0,US,Outdoor Activists,0.36,3693.341133
7/17/2018,US_RCH_Campers_LeadGen,US_M/F_25-64_Outdoor Activists,55-64,unknown,0.1,0,US,Outdoor Activists,0.59,3688.212493
7/18/2018,US_RCH_Campers_LeadGen,US_M/F_25-64_Outdoor Activists,55-64,unknown,0.05,0,US,Outdoor Activists,0.64,3687.098514
7/19/2018,US_RCH_Campers_LeadGen,US_M/F_25-64_Outdoor Activists,55-64,unknown,0.1,0,US,Outdoor Activists,0.74,3684.871565
7/20/2018,US_RCH_Campers_LeadGen,US_M/F_25-64_Outdoor Activists,55-64,unknown,0.05,0,US,Outdoor Activists,0.79,3683.758595
7/21/2018,US_RCH_Campers_LeadGen,US_M/F_25-64_Outdoor Activists,55-64,unknown,0.08,0,US,Outdoor Activists,0.87,3681.978542
7/22/2018,US_RCH_Campers_LeadGen,US_M/F_25-64_Outdoor Activists,55-64,unknown,0.07,0,US,Outdoor Activists,0.94,3680.421702
7/23/2018,US_RCH_Campers_LeadGen,US_M/F_25-64_Outdoor Activists,55-64,unknown,0.17,0,US,Outdoor Activists,1.11,3676.643543
7/24/2018,US_RCH_Campers_LeadGen,US_M/F_25-64_Outdoor Activists,55-64,unknown,0.13,0,US,Outdoor Activists,1.24,3673.75698
7/25/2018,US_RCH_Campers_LeadGen,US_M/F_25-64_Outdoor Activists,55-64,unknown,0.12,0,US,Outdoor Activists,1.36,3671.094472
7/26/2018,US_RCH_Campers_LeadGen,US_M/F_25-64_Outdoor Activists,55-64,unknown,0.13,0,US,Outdoor Activists,1.49,3668.212266
7/27/2018,US_RCH_Campers_LeadGen,US_M/F_25-64_Outdoor Activists,55-64,unknown,0.06,0,US,Outdoor Activists,1.55,3666.88278
7/29/2018,US_RCH_Campers_LeadGen,US_M/F_25-64_Outdoor Activists,55-64,unknown,0.07,0,US,Outdoor Activists,1.77,3662.01212
7/30/2018,US_RCH_Campers_LeadGen,US_M/F_25-64_Outdoor Activists,55-64,unknown,0.09,0,US,Outdoor Activists,1.86,3660.021443
7/31/2018,US_RCH_Campers_LeadGen,US_M/F_25-64_Outdoor Activists,55-64,unknown,0.03,0,US,Outdoor Activists,1.89,3659.358124
8/2/2018,US_RCH_Campers_LeadGen,US_M/F_25-64_Outdoor Activists,55-64,unknown,0.02,0,US,Outdoor Activists,1.91,3658.915979
8/4/2018,US_RCH_Campers_LeadGen,US_M/F_25-64_Outdoor Activists,55-64,unknown,0.11,0,US,Outdoor Activists,0,3701.382891
8/5/2018,US_RCH_Campers_LeadGen,US_M/F_25-64_Outdoor Activists,55-64,unknown,0.24,0,US,Outdoor Activists,0,3701.382891
8/6/2018,US_RCH_Campers_LeadGen,US_M/F_25-64_Outdoor Activists,55-64,unknown,0.14,0,US,Outdoor Activists,0,3701.382891
8/7/2018,US_RCH_Campers_LeadGen,US_M/F_25-64_Outdoor Activists,55-64,unknown,0.02,0,US,Outdoor Activists,0,3701.382891
7/11/2018,EN_RCH_Campers_LeadGen,CA_M/F_25-64_Camping Enthusiast,55-64,female,0.09,0,CA,Camping Enthusiast,0.09,3699.37081
7/11/2018,EN_RCH_Campers_LeadGen,CA_M/F_25-64_Camping Enthusiast,55-64,male,0.01,0,CA,Camping Enthusiast,0.01,3701.159272
7/12/2018,EN_RCH_Lookalikes_LeadGen,"AU_M/F_18-64_Lookalike (AU, 2%) - rainfactoryP22C",55-64,female,0.41,0,AU,"Lookalike (AU, 2%) - rainfactoryP22C",0.41,3692.225601
7/14/2018,EN_RCH_Lookalikes_LeadGen,"AU_M/F_18-64_Lookalike (AU, 2%) - rainfactoryP22C",55-64,female,0.77,0,AU,"Lookalike (AU, 2%) - rainfactoryP22C",1.94,3658.252841
7/15/2018,EN_RCH_Lookalikes_LeadGen,"AU_M/F_18-64_Lookalike (AU, 2%) - rainfactoryP22C",55-64,female,0.99,0,AU,"Lookalike (AU, 2%) - rainfactoryP22C",2.93,3636.437218
7/16/2018,EN_RCH_Lookalikes_LeadGen,"AU_M/F_18-64_Lookalike (AU, 2%) - rainfactoryP22C",55-64,female,1.05,0,AU,"Lookalike (AU, 2%) - rainfactoryP22C",3.98,3613.44158
7/17/2018,EN_RCH_Lookalikes_LeadGen,"AU_M/F_18-64_Lookalike (AU, 2%) - rainfactoryP22C",55-64,female,0.5,0,AU,"Lookalike (AU, 2%) - rainfactoryP22C",4.48,3602.542443
7/18/2018,EN_RCH_Lookalikes_LeadGen,"AU_M/F_18-64_Lookalike (AU, 2%) - rainfactoryP22C",55-64,female,0.2,0,AU,"Lookalike (AU, 2%) - rainfactoryP22C",4.68,3598.191999
7/20/2018,EN_RCH_Lookalikes_LeadGen,"AU_M/F_18-64_Lookalike (AU, 2%) - rainfactoryP22C",55-64,female,0.49,0,AU,"Lookalike (AU, 2%) - rainfactoryP22C",5.76,3574.790221
7/21/2018,EN_RCH_Lookalikes_LeadGen,"AU_M/F_18-64_Lookalike (AU, 2%) - rainfactoryP22C",55-64,female,0.25,0,AU,"Lookalike (AU, 2%) - rainfactoryP22C",6.01,3569.394873
7/22/2018,EN_RCH_Lookalikes_LeadGen,"AU_M/F_18-64_Lookalike (AU, 2%) - rainfactoryP22C",55-64,female,0.13,0,AU,"Lookalike (AU, 2%) - rainfactoryP22C",6.14,3566.59251
7/25/2018,EN_RCH_Lookalikes_LeadGen,"AU_M/F_18-64_Lookalike (AU, 2%) - rainfactoryP22C",55-64,female,0.33,0,AU,"Lookalike (AU, 2%) - rainfactoryP22C",7.33,3541.042148
7/26/2018,EN_RCH_Lookalikes_LeadGen,"AU_M/F_18-64_Lookalike (AU, 2%) - rainfactoryP22C",55-64,female,0.57,0,AU,"Lookalike (AU, 2%) - rainfactoryP22C",7.9,3528.868654
7/27/2018,EN_RCH_Lookalikes_LeadGen,"AU_M/F_18-64_Lookalike (AU, 2%) - rainfactoryP22C",55-64,female,0.27,0,AU,"Lookalike (AU, 2%) - rainfactoryP22C",8.17,3523.116878
7/28/2018,EN_RCH_Lookalikes_LeadGen,"AU_M/F_18-64_Lookalike (AU, 2%) - rainfactoryP22C",55-64,female,0.3,0,AU,"Lookalike (AU, 2%) - rainfactoryP22C",8.47,3516.737011
7/29/2018,EN_RCH_Lookalikes_LeadGen,"AU_M/F_18-64_Lookalike (AU, 2%) - rainfactoryP22C",55-64,female,0.29,0,AU,"Lookalike (AU, 2%) - rainfactoryP22C",8.76,3510.580787
7/30/2018,EN_RCH_Lookalikes_LeadGen,"AU_M/F_18-64_Lookalike (AU, 2%) - rainfactoryP22C",55-64,female,0.87,0,AU,"Lookalike (AU, 2%) - rainfactoryP22C",9.63,3492.176703
7/31/2018,EN_RCH_Lookalikes_LeadGen,"AU_M/F_18-64_Lookalike (AU, 2%) - rainfactoryP22C",55-64,female,1.32,0,AU,"Lookalike (AU, 2%) - rainfactoryP22C",10.95,3464.437344
8/1/2018,EN_RCH_Lookalikes_LeadGen,"AU_M/F_18-64_Lookalike (AU, 2%) - rainfactoryP22C",55-64,female,1.35,0,AU,"Lookalike (AU, 2%) - rainfactoryP22C",12.3,3436.295442
8/3/2018,EN_RCH_Lookalikes_LeadGen,"AU_M/F_18-64_Lookalike (AU, 2%) - rainfactoryP22C",55-64,female,1.82,0,AU,"Lookalike (AU, 2%) - rainfactoryP22C",15.33,3373.962029
8/4/2018,EN_RCH_Lookalikes_LeadGen,"AU_M/F_18-64_Lookalike (AU, 2%) - rainfactoryP22C",55-64,female,1.4,0,AU,"Lookalike (AU, 2%) - rainfactoryP22C",0,3701.382891
8/5/2018,EN_RCH_Lookalikes_LeadGen,"AU_M/F_18-64_Lookalike (AU, 2%) - rainfactoryP22C",55-64,female,0.91,0,AU,"Lookalike (AU, 2%) - rainfactoryP22C",0,3701.382891
8/7/2018,EN_RCH_Lookalikes_LeadGen,"AU_M/F_18-64_Lookalike (AU, 2%) - rainfactoryP22C",55-64,female,0.29,0,AU,"Lookalike (AU, 2%) - rainfactoryP22C",0,3701.382891
7/12/2018,EN_RCH_Lookalikes_LeadGen,"AU_M/F_18-64_Lookalike (AU, 2%) - rainfactoryS71C",55-64,female,0.07,0,AU,"Lookalike (AU, 2%) - rainfactoryS71C",0.07,3699.817845
7/13/2018,EN_RCH_Lookalikes_LeadGen,"AU_M/F_18-64_Lookalike (AU, 2%) - rainfactoryS71C",55-64,female,0.27,0,AU,"Lookalike (AU, 2%) - rainfactoryS71C",0.34,3693.787435
7/14/2018,EN_RCH_Lookalikes_LeadGen,"AU_M/F_18-64_Lookalike (AU, 2%) - rainfactoryS71C",55-64,female,0.35,0,AU,"Lookalike (AU, 2%) - rainfactoryS71C",0.69,3685.984864
7/15/2018,EN_RCH_Lookalikes_LeadGen,"AU_M/F_18-64_Lookalike (AU, 2%) - rainfactoryS71C",55-64,female,0.17,0,AU,"Lookalike (AU, 2%) - rainfactoryS71C",0.86,3682.200993
7/16/2018,EN_RCH_Lookalikes_LeadGen,"AU_M/F_18-64_Lookalike (AU, 2%) - rainfactoryS71C",55-64,female,0.38,0,AU,"Lookalike (AU, 2%) - rainfactoryS71C",1.24,3673.756968
7/17/2018,EN_RCH_Lookalikes_LeadGen,"AU_M/F_18-64_Lookalike (AU, 2%) - rainfactoryS71C",55-64,female,0.18,0,AU,"Lookalike (AU, 2%) - rainfactoryS71C",1.42,3669.763928
7/18/2018,EN_RCH_Lookalikes_LeadGen,"AU_M/F_18-64_Lookalike (AU, 2%) - rainfactoryS71C",55-64,female,0.11,0,AU,"Lookalike (AU, 2%) - rainfactoryS71C",1.53,3667.325874
7/20/2018,EN_RCH_Lookalikes_LeadGen,"AU_M/F_18-64_Lookalike (AU, 2%) - rainfactoryS71C",55-64,female,0.34,0,AU,"Lookalike (AU, 2%) - rainfactoryS71C",2.07,3655.380716
7/21/2018,EN_RCH_Lookalikes_LeadGen,"AU_M/F_18-64_Lookalike (AU, 2%) - rainfactoryS71C",55-64,female,0.09,0,AU,"Lookalike (AU, 2%) - rainfactoryS71C",2.16,3653.393642
7/23/2018,EN_RCH_Lookalikes_LeadGen,"AU_M/F_18-64_Lookalike (AU, 2%) - rainfactoryS71C",55-64,female,0.1,0,AU,"Lookalike (AU, 2%) - rainfactoryS71C",2.34,3649.422735
7/24/2018,EN_RCH_Lookalikes_LeadGen,"AU_M/F_18-64_Lookalike (AU, 2%) - rainfactoryS71C",55-64,female,0.18,0,AU,"Lookalike (AU, 2%) - rainfactoryS71C",2.52,3645.456144
7/26/2018,EN_RCH_Lookalikes_LeadGen,"AU_M/F_18-64_Lookalike (AU, 2%) - rainfactoryS71C",55-64,female,0.1,0,AU,"Lookalike (AU, 2%) - rainfactoryS71C",2.71,3641.273864
7/27/2018,EN_RCH_Lookalikes_LeadGen,"AU_M/F_18-64_Lookalike (AU, 2%) - rainfactoryS71C",55-64,female,0.17,0,AU,"Lookalike (AU, 2%) - rainfactoryS71C",2.88,3637.535892
7/28/2018,EN_RCH_Lookalikes_LeadGen,"AU_M/F_18-64_Lookalike (AU, 2%) - rainfactoryS71C",55-64,female,0.15,0,AU,"Lookalike (AU, 2%) - rainfactoryS71C",3.03,3634.240867
7/29/2018,EN_RCH_Lookalikes_LeadGen,"AU_M/F_18-64_Lookalike (AU, 2%) - rainfactoryS71C",55-64,female,0.09,0,AU,"Lookalike (AU, 2%) - rainfactoryS71C",3.12,3632.265285
7/30/2018,EN_RCH_Lookalikes_LeadGen,"AU_M/F_18-64_Lookalike (AU, 2%) - rainfactoryS71C",55-64,female,0.3,0,AU,"Lookalike (AU, 2%) - rainfactoryS71C",3.42,3625.687765
8/1/2018,EN_RCH_Lookalikes_LeadGen,"AU_M/F_18-64_Lookalike (AU, 2%) - rainfactoryS71C",55-64,female,0.54,0,AU,"Lookalike (AU, 2%) - rainfactoryS71C",4.6,3599.931546
8/2/2018,EN_RCH_Lookalikes_LeadGen,"AU_M/F_18-64_Lookalike (AU, 2%) - rainfactoryS71C",55-64,female,0.51,0,AU,"Lookalike (AU, 2%) - rainfactoryS71C",5.11,3588.856325
8/3/2018,EN_RCH_Lookalikes_LeadGen,"AU_M/F_18-64_Lookalike (AU, 2%) - rainfactoryS71C",55-64,female,0.46,0,AU,"Lookalike (AU, 2%) - rainfactoryS71C",5.57,3578.89614
8/4/2018,EN_RCH_Lookalikes_LeadGen,"AU_M/F_18-64_Lookalike (AU, 2%) - rainfactoryS71C",55-64,female,0.57,0,AU,"Lookalike (AU, 2%) - rainfactoryS71C",0,3701.382891
8/5/2018,EN_RCH_Lookalikes_LeadGen,"AU_M/F_18-64_Lookalike (AU, 2%) - rainfactoryS71C",55-64,female,0.38,0,AU,"Lookalike (AU, 2%) - rainfactoryS71C",0,3701.382891
8/6/2018,EN_RCH_Lookalikes_LeadGen,"AU_M/F_18-64_Lookalike (AU, 2%) - rainfactoryS71C",55-64,female,0.24,0,AU,"Lookalike (AU, 2%) - rainfactoryS71C",0,3701.382891
7/12/2018,EN_RCH_Lookalikes_LeadGen,"CA_M/F_18-64_Lookalike (CA, 2%) - rainfactoryP22C",55-64,female,0.4,0,CA,"Lookalike (CA, 2%) - rainfactoryP22C",0.4,3692.44868
7/13/2018,EN_RCH_Lookalikes_LeadGen,"CA_M/F_18-64_Lookalike (CA, 2%) - rainfactoryP22C",55-64,female,1.06,0,CA,"Lookalike (CA, 2%) - rainfactoryP22C",1.46,3668.877175
7/14/2018,EN_RCH_Lookalikes_LeadGen,"CA_M/F_18-64_Lookalike (CA, 2%) - rainfactoryP22C",55-64,female,1.18,0,CA,"Lookalike (CA, 2%) - rainfactoryP22C",2.64,3642.814146
7/15/2018,EN_RCH_Lookalikes_LeadGen,"CA_M/F_18-64_Lookalike (CA, 2%) - rainfactoryP22C",55-64,female,1.04,0,CA,"Lookalike (CA, 2%) - rainfactoryP22C",3.68,3619.996884
7/17/2018,EN_RCH_Lookalikes_LeadGen,"CA_M/F_18-64_Lookalike (CA, 2%) - rainfactoryP22C",55-64,female,0.82,0,CA,"Lookalike (CA, 2%) - rainfactoryP22C",5.55,3579.328616
7/18/2018,EN_RCH_Lookalikes_LeadGen,"CA_M/F_18-64_Lookalike (CA, 2%) - rainfactoryP22C",55-64,female,0.17,0,CA,"Lookalike (CA, 2%) - rainfactoryP22C",5.72,3575.654233
7/19/2018,EN_RCH_Lookalikes_LeadGen,"CA_M/F_18-64_Lookalike (CA, 2%) - rainfactoryP22C",55-64,female,0.5,0,CA,"Lookalike (CA, 2%) - rainfactoryP22C",6.22,3564.869073
7/20/2018,EN_RCH_Lookalikes_LeadGen,"CA_M/F_18-64_Lookalike (CA, 2%) - rainfactoryP22C",55-64,female,0.48,0,CA,"Lookalike (CA, 2%) - rainfactoryP22C",6.7,3554.545926
7/21/2018,EN_RCH_Lookalikes_LeadGen,"CA_M/F_18-64_Lookalike (CA, 2%) - rainfactoryP22C",55-64,female,0.44,0,CA,"Lookalike (CA, 2%) - rainfactoryP22C",7.14,3545.109304
