Date,Campaign name,Ad set name,Age,Gender,Amount spent (USD),Return on ad spend (ROAS),country,audience description,Total investment,corection factor
7/10/2018,US_RCH_Campers_LeadGen,US_M/F_25-64_Camping Enthusiast,18-24,female,0.15,0,US,Camping Enthusiast,0.15,3698.030035
7/11/2018,US_RCH_Campers_LeadGen,US_M/F_25-64_Camping Enthusiast,18-24,female,0.03,0,US,Camping Enthusiast,0.18,3697.359828
7/10/2018,US_RCH_Campers_LeadGen,US_M/F_25-64_Outdoor Activists,18-24,female,0.17,0,US,Outdoor Activists,0.17,3697.583217
7/11/2018,US_RCH_Campers_LeadGen,US_M/F_25-64_Outdoor Activists,18-24,female,0.11,0,US,Outdoor Activists,0.28,3695.126684
7/11/2018,US_RCH_Campers_LeadGen,US_M/F_25-64_Camping Enthusiast,18-24,male,0.05,0,US,Camping Enthusiast,0.11,3698.923834
7/11/2018,US_RCH_Campers_LeadGen,US_M/F_25-64_Camping Enthusiast,18-24,unknown,0.01,0,US,Camping Enthusiast,0.01,3701.159273
7/10/2018,US_RCH_Campers_LeadGen,US_M/F_25-64_Outdoor Activists,18-24,unknown,0,0,US,Outdoor Activists,0,3701.382891
7/12/2018,EN_RCH_Lookalikes_LeadGen,"AU_M/F_18-64_Lookalike (AU, 2%) - rainfactoryP22C",18-24,female,0.34,0,AU,"Lookalike (AU, 2%) - rainfactoryP22C",0.34,3693.787441
7/13/2018,EN_RCH_Lookalikes_LeadGen,"AU_M/F_18-64_Lookalike (AU, 2%) - rainfactoryP22C",18-24,female,0.32,0,AU,"Lookalike (AU, 2%) - rainfactoryP22C",0.66,3686.653021
7/15/2018,EN_RCH_Lookalikes_LeadGen,"AU_M/F_18-64_Lookalike (AU, 2%) - rainfactoryP22C",18-24,female,0.03,0,AU,"Lookalike (AU, 2%) - rainfactoryP22C",0.77,3684.203747
7/16/2018,EN_RCH_Lookalikes_LeadGen,"AU_M/F_18-64_Lookalike (AU, 2%) - rainfactoryP22C",18-24,female,0.03,0,AU,"Lookalike (AU, 2%) - rainfactoryP22C",0.8,3683.536046
7/17/2018,EN_RCH_Lookalikes_LeadGen,"AU_M/F_18-64_Lookalike (AU, 2%) - rainfactoryP22C",18-24,female,0.03,0,AU,"Lookalike (AU, 2%) - rainfactoryP22C",0.83,3682.868466
7/19/2018,EN_RCH_Lookalikes_LeadGen,"AU_M/F_18-64_Lookalike (AU, 2%) - rainfactoryP22C",18-24,female,0,0,AU,"Lookalike (AU, 2%) - rainfactoryP22C",0.83,3682.868466
7/20/2018,EN_RCH_Lookalikes_LeadGen,"AU_M/F_18-64_Lookalike (AU, 2%) - rainfactoryP22C",18-24,female,0.01,0,AU,"Lookalike (AU, 2%) - rainfactoryP22C",0.84,3682.645966
7/22/2018,EN_RCH_Lookalikes_LeadGen,"AU_M/F_18-64_Lookalike (AU, 2%) - rainfactoryP22C",18-24,female,0.01,0,AU,"Lookalike (AU, 2%) - rainfactoryP22C",0.85,3682.42348
7/24/2018,EN_RCH_Lookalikes_LeadGen,"AU_M/F_18-64_Lookalike (AU, 2%) - rainfactoryP22C",18-24,female,0.01,0,AU,"Lookalike (AU, 2%) - rainfactoryP22C",0.86,3682.201007
8/2/2018,EN_RCH_Lookalikes_LeadGen,"AU_M/F_18-64_Lookalike (AU, 2%) - rainfactoryP22C",18-24,female,0.06,0,AU,"Lookalike (AU, 2%) - rainfactoryP22C",1.02,3678.643268
8/4/2018,EN_RCH_Lookalikes_LeadGen,"AU_M/F_18-64_Lookalike (AU, 2%) - rainfactoryP22C",18-24,female,0.08,0,AU,"Lookalike (AU, 2%) - rainfactoryP22C",0,3701.382891
8/5/2018,EN_RCH_Lookalikes_LeadGen,"AU_M/F_18-64_Lookalike (AU, 2%) - rainfactoryP22C",18-24,female,0.03,0,AU,"Lookalike (AU, 2%) - rainfactoryP22C",0,3701.382891
8/6/2018,EN_RCH_Lookalikes_LeadGen,"AU_M/F_18-64_Lookalike (AU, 2%) - rainfactoryP22C",18-24,female,0.2,0,AU,"Lookalike (AU, 2%) - rainfactoryP22C",0,3701.382891
8/7/2018,EN_RCH_Lookalikes_LeadGen,"AU_M/F_18-64_Lookalike (AU, 2%) - rainfactoryP22C",18-24,female,0.01,0,AU,"Lookalike (AU, 2%) - rainfactoryP22C",0,3701.382891
7/12/2018,EN_RCH_Lookalikes_LeadGen,"AU_M/F_18-64_Lookalike (AU, 2%) - rainfactoryS71C",18-24,female,0.06,0,AU,"Lookalike (AU, 2%) - rainfactoryS71C",0.06,3700.041383
7/14/2018,EN_RCH_Lookalikes_LeadGen,"AU_M/F_18-64_Lookalike (AU, 2%) - rainfactoryS71C",18-24,female,0.2,0,AU,"Lookalike (AU, 2%) - rainfactoryS71C",0.4,3692.448686
7/15/2018,EN_RCH_Lookalikes_LeadGen,"AU_M/F_18-64_Lookalike (AU, 2%) - rainfactoryS71C",18-24,female,0.16,0,AU,"Lookalike (AU, 2%) - rainfactoryS71C",0.56,3688.881045
7/16/2018,EN_RCH_Lookalikes_LeadGen,"AU_M/F_18-64_Lookalike (AU, 2%) - rainfactoryS71C",18-24,female,0.07,0,AU,"Lookalike (AU, 2%) - rainfactoryS71C",0.63,3687.321287
7/17/2018,EN_RCH_Lookalikes_LeadGen,"AU_M/F_18-64_Lookalike (AU, 2%) - rainfactoryS71C",18-24,female,0.1,0,AU,"Lookalike (AU, 2%) - rainfactoryS71C",0.73,3685.094204
7/18/2018,EN_RCH_Lookalikes_LeadGen,"AU_M/F_18-64_Lookalike (AU, 2%) - rainfactoryS71C",18-24,female,0.04,0,AU,"Lookalike (AU, 2%) - rainfactoryS71C",0.77,3684.203747
7/19/2018,EN_RCH_Lookalikes_LeadGen,"AU_M/F_18-64_Lookalike (AU, 2%) - rainfactoryS71C",18-24,female,0.05,0,AU,"Lookalike (AU, 2%) - rainfactoryS71C",0.82,3683.090979
7/20/2018,EN_RCH_Lookalikes_LeadGen,"AU_M/F_18-64_Lookalike (AU, 2%) - rainfactoryS71C",18-24,female,0.12,0,AU,"Lookalike (AU, 2%) - rainfactoryS71C",0.94,3680.421707
7/21/2018,EN_RCH_Lookalikes_LeadGen,"AU_M/F_18-64_Lookalike (AU, 2%) - rainfactoryS71C",18-24,female,0.19,0,AU,"Lookalike (AU, 2%) - rainfactoryS71C",1.13,3676.199316
7/22/2018,EN_RCH_Lookalikes_LeadGen,"AU_M/F_18-64_Lookalike (AU, 2%) - rainfactoryS71C",18-24,female,0.09,0,AU,"Lookalike (AU, 2%) - rainfactoryS71C",1.22,3674.200927
7/23/2018,EN_RCH_Lookalikes_LeadGen,"AU_M/F_18-64_Lookalike (AU, 2%) - rainfactoryS71C",18-24,female,0.05,0,AU,"Lookalike (AU, 2%) - rainfactoryS71C",1.27,3673.09118
7/24/2018,EN_RCH_Lookalikes_LeadGen,"AU_M/F_18-64_Lookalike (AU, 2%) - rainfactoryS71C",18-24,female,0.13,0,AU,"Lookalike (AU, 2%) - rainfactoryS71C",1.4,3670.207407
7/25/2018,EN_RCH_Lookalikes_LeadGen,"AU_M/F_18-64_Lookalike (AU, 2%) - rainfactoryS71C",18-24,female,0.05,0,AU,"Lookalike (AU, 2%) - rainfactoryS71C",1.45,3669.098867
7/26/2018,EN_RCH_Lookalikes_LeadGen,"AU_M/F_18-64_Lookalike (AU, 2%) - rainfactoryS71C",18-24,female,0.02,0,AU,"Lookalike (AU, 2%) - rainfactoryS71C",1.47,3668.655544
7/27/2018,EN_RCH_Lookalikes_LeadGen,"AU_M/F_18-64_Lookalike (AU, 2%) - rainfactoryS71C",18-24,female,0.11,0,AU,"Lookalike (AU, 2%) - rainfactoryS71C",1.58,3666.218228
7/28/2018,EN_RCH_Lookalikes_LeadGen,"AU_M/F_18-64_Lookalike (AU, 2%) - rainfactoryS71C",18-24,female,0.05,0,AU,"Lookalike (AU, 2%) - rainfactoryS71C",1.63,3665.110892
7/29/2018,EN_RCH_Lookalikes_LeadGen,"AU_M/F_18-64_Lookalike (AU, 2%) - rainfactoryS71C",18-24,female,0.04,0,AU,"Lookalike (AU, 2%) - rainfactoryS71C",1.67,3664.225265
7/30/2018,EN_RCH_Lookalikes_LeadGen,"AU_M/F_18-64_Lookalike (AU, 2%) - rainfactoryS71C",18-24,female,0.07,0,AU,"Lookalike (AU, 2%) - rainfactoryS71C",1.74,3662.675931
8/1/2018,EN_RCH_Lookalikes_LeadGen,"AU_M/F_18-64_Lookalike (AU, 2%) - rainfactoryS71C",18-24,female,0.39,0,AU,"Lookalike (AU, 2%) - rainfactoryS71C",2.28,3650.745928
8/2/2018,EN_RCH_Lookalikes_LeadGen,"AU_M/F_18-64_Lookalike (AU, 2%) - rainfactoryS71C",18-24,female,0.34,0,AU,"Lookalike (AU, 2%) - rainfactoryS71C",2.62,3643.254388
8/3/2018,EN_RCH_Lookalikes_LeadGen,"AU_M/F_18-64_Lookalike (AU, 2%) - rainfactoryS71C",18-24,female,0.37,0,AU,"Lookalike (AU, 2%) - rainfactoryS71C",2.99,3635.119296
8/4/2018,EN_RCH_Lookalikes_LeadGen,"AU_M/F_18-64_Lookalike (AU, 2%) - rainfactoryS71C",18-24,female,0.29,0,AU,"Lookalike (AU, 2%) - rainfactoryS71C",0,3701.382891
8/5/2018,EN_RCH_Lookalikes_LeadGen,"AU_M/F_18-64_Lookalike (AU, 2%) - rainfactoryS71C",18-24,female,0.35,0,AU,"Lookalike (AU, 2%) - rainfactoryS71C",0,3701.382891
8/6/2018,EN_RCH_Lookalikes_LeadGen,"AU_M/F_18-64_Lookalike (AU, 2%) - rainfactoryS71C",18-24,female,0.27,0,AU,"Lookalike (AU, 2%) - rainfactoryS71C",0,3701.382891
8/7/2018,EN_RCH_Lookalikes_LeadGen,"AU_M/F_18-64_Lookalike (AU, 2%) - rainfactoryS71C",18-24,female,0.08,0,AU,"Lookalike (AU, 2%) - rainfactoryS71C",0,3701.382891
7/12/2018,EN_RCH_Lookalikes_LeadGen,"CA_M/F_18-64_Lookalike (CA, 2%) - rainfactoryP22C",18-24,female,0,0,CA,"Lookalike (CA, 2%) - rainfactoryP22C",0,3701.382891
7/13/2018,EN_RCH_Lookalikes_LeadGen,"CA_M/F_18-64_Lookalike (CA, 2%) - rainfactoryP22C",18-24,female,0.03,0,CA,"Lookalike (CA, 2%) - rainfactoryP22C",0.03,3700.712076
7/14/2018,EN_RCH_Lookalikes_LeadGen,"CA_M/F_18-64_Lookalike (CA, 2%) - rainfactoryP22C",18-24,female,0.06,0,CA,"Lookalike (CA, 2%) - rainfactoryP22C",0.09,3699.370812
7/16/2018,EN_RCH_Lookalikes_LeadGen,"CA_M/F_18-64_Lookalike (CA, 2%) - rainfactoryP22C",18-24,female,0,0,CA,"Lookalike (CA, 2%) - rainfactoryP22C",0.09,3699.370812
7/17/2018,EN_RCH_Lookalikes_LeadGen,"CA_M/F_18-64_Lookalike (CA, 2%) - rainfactoryP22C",18-24,female,0.08,0,CA,"Lookalike (CA, 2%) - rainfactoryP22C",0.17,3697.583215
7/19/2018,EN_RCH_Lookalikes_LeadGen,"CA_M/F_18-64_Lookalike (CA, 2%) - rainfactoryP22C",18-24,female,0.03,0,CA,"Lookalike (CA, 2%) - rainfactoryP22C",0.23,3696.243085
7/20/2018,EN_RCH_Lookalikes_LeadGen,"CA_M/F_18-64_Lookalike (CA, 2%) - rainfactoryP22C",18-24,female,0.02,0,CA,"Lookalike (CA, 2%) - rainfactoryP22C",0.25,3695.796483
7/21/2018,EN_RCH_Lookalikes_LeadGen,"CA_M/F_18-64_Lookalike (CA, 2%) - rainfactoryP22C",18-24,female,0.06,0,CA,"Lookalike (CA, 2%) - rainfactoryP22C",0.31,3694.457
7/22/2018,EN_RCH_Lookalikes_LeadGen,"CA_M/F_18-64_Lookalike (CA, 2%) - rainfactoryP22C",18-24,female,0.04,0,CA,"Lookalike (CA, 2%) - rainfactoryP22C",0.35,3693.564281
7/23/2018,EN_RCH_Lookalikes_LeadGen,"CA_M/F_18-64_Lookalike (CA, 2%) - rainfactoryP22C",18-24,female,0.03,0,CA,"Lookalike (CA, 2%) - rainfactoryP22C",0.38,3692.894884
7/26/2018,EN_RCH_Lookalikes_LeadGen,"CA_M/F_18-64_Lookalike (CA, 2%) - rainfactoryP22C",18-24,female,0.03,0,CA,"Lookalike (CA, 2%) - rainfactoryP22C",0.46,3691.110417
7/31/2018,EN_RCH_Lookalikes_LeadGen,"CA_M/F_18-64_Lookalike (CA, 2%) - rainfactoryP22C",18-24,female,0.02,0,CA,"Lookalike (CA, 2%) - rainfactoryP22C",0.55,3689.103922
8/1/2018,EN_RCH_Lookalikes_LeadGen,"CA_M/F_18-64_Lookalike (CA, 2%) - rainfactoryP22C",18-24,female,0.1,0,CA,"Lookalike (CA, 2%) - rainfactoryP22C",0.65,3686.875762
8/2/2018,EN_RCH_Lookalikes_LeadGen,"CA_M/F_18-64_Lookalike (CA, 2%) - rainfactoryP22C",18-24,female,0.09,0,CA,"Lookalike (CA, 2%) - rainfactoryP22C",0.74,3684.87157
8/3/2018,EN_RCH_Lookalikes_LeadGen,"CA_M/F_18-64_Lookalike (CA, 2%) - rainfactoryP22C",18-24,female,0.03,0,CA,"Lookalike (CA, 2%) - rainfactoryP22C",0.77,3684.203747
8/4/2018,EN_RCH_Lookalikes_LeadGen,"CA_M/F_18-64_Lookalike (CA, 2%) - rainfactoryP22C",18-24,female,0.1,0,CA,"Lookalike (CA, 2%) - rainfactoryP22C",0,3701.382891
8/5/2018,EN_RCH_Lookalikes_LeadGen,"CA_M/F_18-64_Lookalike (CA, 2%) - rainfactoryP22C",18-24,female,0.09,0,CA,"Lookalike (CA, 2%) - rainfactoryP22C",0,3701.382891
8/6/2018,EN_RCH_Lookalikes_LeadGen,"CA_M/F_18-64_Lookalike (CA, 2%) - rainfactoryP22C",18-24,female,0.06,0,CA,"Lookalike (CA, 2%) - rainfactoryP22C",0,3701.382891
8/7/2018,EN_RCH_Lookalikes_LeadGen,"CA_M/F_18-64_Lookalike (CA, 2%) - rainfactoryP22C",18-24,female,0.01,0,CA,"Lookalike (CA, 2%) - rainfactoryP22C",0,3701.382891
7/12/2018,EN_RCH_Lookalikes_LeadGen,"CA_M/F_18-64_Lookalike (CA, 2%) - rainfactoryS71C",18-24,female,0.05,0,CA,"Lookalike (CA, 2%) - rainfactoryS71C",0.05,3700.278947
7/13/2018,EN_RCH_Lookalikes_LeadGen,"CA_M/F_18-64_Lookalike (CA, 2%) - rainfactoryS71C",18-24,female,0.13,0,CA,"Lookalike (CA, 2%) - rainfactoryS71C",0.18,3697.410234
7/15/2018,EN_RCH_Lookalikes_LeadGen,"CA_M/F_18-64_Lookalike (CA, 2%) - rainfactoryS71C",18-24,female,0.15,0,CA,"Lookalike (CA, 2%) - rainfactoryS71C",0.5,3690.358257
7/17/2018,EN_RCH_Lookalikes_LeadGen,"CA_M/F_18-64_Lookalike (CA, 2%) - rainfactoryS71C",18-24,female,0.15,0,CA,"Lookalike (CA, 2%) - rainfactoryS71C",0.88,3682.001502
7/18/2018,EN_RCH_Lookalikes_LeadGen,"CA_M/F_18-64_Lookalike (CA, 2%) - rainfactoryS71C",18-24,female,0.29,0,CA,"Lookalike (CA, 2%) - rainfactoryS71C",1.17,3675.636712
7/19/2018,EN_RCH_Lookalikes_LeadGen,"CA_M/F_18-64_Lookalike (CA, 2%) - rainfactoryS71C",18-24,female,0.16,0,CA,"Lookalike (CA, 2%) - rainfactoryS71C",1.33,3672.129815
7/20/2018,EN_RCH_Lookalikes_LeadGen,"CA_M/F_18-64_Lookalike (CA, 2%) - rainfactoryS71C",18-24,female,0.11,0,CA,"Lookalike (CA, 2%) - rainfactoryS71C",1.44,3669.720764
7/21/2018,EN_RCH_Lookalikes_LeadGen,"CA_M/F_18-64_Lookalike (CA, 2%) - rainfactoryS71C",18-24,female,0.3,0,CA,"Lookalike (CA, 2%) - rainfactoryS71C",1.74,3663.158655
7/22/2018,EN_RCH_Lookalikes_LeadGen,"CA_M/F_18-64_Lookalike (CA, 2%) - rainfactoryS71C",18-24,female,0.21,0,CA,"Lookalike (CA, 2%) - rainfactoryS71C",1.95,3658.572162
7/24/2018,EN_RCH_Lookalikes_LeadGen,"CA_M/F_18-64_Lookalike (CA, 2%) - rainfactoryS71C",18-24,female,0.4,0,CA,"Lookalike (CA, 2%) - rainfactoryS71C",2.56,3645.282033
7/25/2018,EN_RCH_Lookalikes_LeadGen,"CA_M/F_18-64_Lookalike (CA, 2%) - rainfactoryS71C",18-24,female,0.33,0,CA,"Lookalike (CA, 2%) - rainfactoryS71C",2.89,3638.112426
7/26/2018,EN_RCH_Lookalikes_LeadGen,"CA_M/F_18-64_Lookalike (CA, 2%) - rainfactoryS71C",18-24,female,0.19,0,CA,"Lookalike (CA, 2%) - rainfactoryS71C",3.08,3633.990869
7/27/2018,EN_RCH_Lookalikes_LeadGen,"CA_M/F_18-64_Lookalike (CA, 2%) - rainfactoryS71C",18-24,female,0.26,0,CA,"Lookalike (CA, 2%) - rainfactoryS71C",3.34,3628.358408
7/28/2018,EN_RCH_Lookalikes_LeadGen,"CA_M/F_18-64_Lookalike (CA, 2%) - rainfactoryS71C",18-24,female,0.08,0,CA,"Lookalike (CA, 2%) - rainfactoryS71C",3.42,3626.6271
7/29/2018,EN_RCH_Lookalikes_LeadGen,"CA_M/F_18-64_Lookalike (CA, 2%) - rainfactoryS71C",18-24,female,0.12,0,CA,"Lookalike (CA, 2%) - rainfactoryS71C",3.54,3624.031688
8/2/2018,EN_RCH_Lookalikes_LeadGen,"CA_M/F_18-64_Lookalike (CA, 2%) - rainfactoryS71C",18-24,female,0.25,0,CA,"Lookalike (CA, 2%) - rainfactoryS71C",4.66,3599.897226
8/3/2018,EN_RCH_Lookalikes_LeadGen,"CA_M/F_18-64_Lookalike (CA, 2%) - rainfactoryS71C",18-24,female,0.44,7.785785404,CA,"Lookalike (CA, 2%) - rainfactoryS71C",5.1,3590.459864
8/4/2018,EN_RCH_Lookalikes_LeadGen,"CA_M/F_18-64_Lookalike (CA, 2%) - rainfactoryS71C",18-24,female,0.54,0,CA,"Lookalike (CA, 2%) - rainfactoryS71C",0,3701.382891
8/5/2018,EN_RCH_Lookalikes_LeadGen,"CA_M/F_18-64_Lookalike (CA, 2%) - rainfactoryS71C",18-24,female,0.25,0,CA,"Lookalike (CA, 2%) - rainfactoryS71C",0,3701.382891
7/13/2018,EN_RCH_Lookalikes_LeadGen,"GB_M/F_18-64_Lookalike (GB, 2%) - rainfactoryP22C",18-24,female,0,0,GB,"Lookalike (GB, 2%) - rainfactoryP22C",0,3701.382891
7/15/2018,EN_RCH_Lookalikes_LeadGen,"GB_M/F_18-64_Lookalike (GB, 2%) - rainfactoryP22C",18-24,female,0,0,GB,"Lookalike (GB, 2%) - rainfactoryP22C",0.01,3701.159272
7/17/2018,EN_RCH_Lookalikes_LeadGen,"GB_M/F_18-64_Lookalike (GB, 2%) - rainfactoryP22C",18-24,female,0.1,0,GB,"Lookalike (GB, 2%) - rainfactoryP22C",0.11,3698.923832
7/18/2018,EN_RCH_Lookalikes_LeadGen,"GB_M/F_18-64_Lookalike (GB, 2%) - rainfactoryP22C",18-24,female,0.02,0,GB,"Lookalike (GB, 2%) - rainfactoryP22C",0.13,3698.476906
7/19/2018,EN_RCH_Lookalikes_LeadGen,"GB_M/F_18-64_Lookalike (GB, 2%) - rainfactoryP22C",18-24,female,0.02,0,GB,"Lookalike (GB, 2%) - rainfactoryP22C",0.15,3698.030034
7/21/2018,EN_RCH_Lookalikes_LeadGen,"GB_M/F_18-64_Lookalike (GB, 2%) - rainfactoryP22C",18-24,female,0.01,0,GB,"Lookalike (GB, 2%) - rainfactoryP22C",0.16,3697.806618
7/24/2018,EN_RCH_Lookalikes_LeadGen,"GB_M/F_18-64_Lookalike (GB, 2%) - rainfactoryP22C",18-24,female,0.02,0,GB,"Lookalike (GB, 2%) - rainfactoryP22C",0.18,3697.359827
7/25/2018,EN_RCH_Lookalikes_LeadGen,"GB_M/F_18-64_Lookalike (GB, 2%) - rainfactoryP22C",18-24,female,0.01,0,GB,"Lookalike (GB, 2%) - rainfactoryP22C",0.19,3697.136451
7/27/2018,EN_RCH_Lookalikes_LeadGen,"GB_M/F_18-64_Lookalike (GB, 2%) - rainfactoryP22C",18-24,female,0,0,GB,"Lookalike (GB, 2%) - rainfactoryP22C",0.2,3696.91309
7/28/2018,EN_RCH_Lookalikes_LeadGen,"GB_M/F_18-64_Lookalike (GB, 2%) - rainfactoryP22C",18-24,female,0.01,0,GB,"Lookalike (GB, 2%) - rainfactoryP22C",0.21,3696.689741
7/29/2018,EN_RCH_Lookalikes_LeadGen,"GB_M/F_18-64_Lookalike (GB, 2%) - rainfactoryP22C",18-24,female,0.03,0,GB,"Lookalike (GB, 2%) - rainfactoryP22C",0.24,3696.019777
7/30/2018,EN_RCH_Lookalikes_LeadGen,"GB_M/F_18-64_Lookalike (GB, 2%) - rainfactoryP22C",18-24,female,0,0,GB,"Lookalike (GB, 2%) - rainfactoryP22C",0.24,3696.019777
7/31/2018,EN_RCH_Lookalikes_LeadGen,"GB_M/F_18-64_Lookalike (GB, 2%) - rainfactoryP22C",18-24,female,0,0,GB,"Lookalike (GB, 2%) - rainfactoryP22C",0.24,3696.019777
8/3/2018,EN_RCH_Lookalikes_LeadGen,"GB_M/F_18-64_Lookalike (GB, 2%) - rainfactoryP22C",18-24,female,0.05,0,GB,"Lookalike (GB, 2%) - rainfactoryP22C",0.33,3694.010614
8/4/2018,EN_RCH_Lookalikes_LeadGen,"GB_M/F_18-64_Lookalike (GB, 2%) - rainfactoryP22C",18-24,female,0.04,0,GB,"Lookalike (GB, 2%) - rainfactoryP22C",0,3701.382891
8/5/2018,EN_RCH_Lookalikes_LeadGen,"GB_M/F_18-64_Lookalike (GB, 2%) - rainfactoryP22C",18-24,female,0.01,0,GB,"Lookalike (GB, 2%) - rainfactoryP22C",0,3701.382891
8/6/2018,EN_RCH_Lookalikes_LeadGen,"GB_M/F_18-64_Lookalike (GB, 2%) - rainfactoryP22C",18-24,female,0.02,0,GB,"Lookalike (GB, 2%) - rainfactoryP22C",0,3701.382891
7/12/2018,EN_RCH_Lookalikes_LeadGen,"GB_M/F_18-64_Lookalike (GB, 2%) - rainfactoryS71C",18-24,female,0.21,0,GB,"Lookalike (GB, 2%) - rainfactoryS71C",0.21,3696.68974
7/14/2018,EN_RCH_Lookalikes_LeadGen,"GB_M/F_18-64_Lookalike (GB, 2%) - rainfactoryS71C",18-24,female,0.17,0,GB,"Lookalike (GB, 2%) - rainfactoryS71C",0.96,3679.977013
7/16/2018,EN_RCH_Lookalikes_LeadGen,"GB_M/F_18-64_Lookalike (GB, 2%) - rainfactoryS71C",18-24,female,0.11,0,GB,"Lookalike (GB, 2%) - rainfactoryS71C",1.22,3674.200922
7/17/2018,EN_RCH_Lookalikes_LeadGen,"GB_M/F_18-64_Lookalike (GB, 2%) - rainfactoryS71C",18-24,female,0.11,0,GB,"Lookalike (GB, 2%) - rainfactoryS71C",1.33,3671.759922
7/19/2018,EN_RCH_Lookalikes_LeadGen,"GB_M/F_18-64_Lookalike (GB, 2%) - rainfactoryS71C",18-24,female,0.11,0,GB,"Lookalike (GB, 2%) - rainfactoryS71C",1.63,3665.110886
7/20/2018,EN_RCH_Lookalikes_LeadGen,"GB_M/F_18-64_Lookalike (GB, 2%) - rainfactoryS71C",18-24,female,0.17,0,GB,"Lookalike (GB, 2%) - rainfactoryS71C",1.8,3661.348445
7/21/2018,EN_RCH_Lookalikes_LeadGen,"GB_M/F_18-64_Lookalike (GB, 2%) - rainfactoryS71C",18-24,female,0.15,0,GB,"Lookalike (GB, 2%) - rainfactoryS71C",1.95,3658.031852
7/22/2018,EN_RCH_Lookalikes_LeadGen,"GB_M/F_18-64_Lookalike (GB, 2%) - rainfactoryS71C",18-24,female,0.12,0,GB,"Lookalike (GB, 2%) - rainfactoryS71C",2.07,3655.380741
7/23/2018,EN_RCH_Lookalikes_LeadGen,"GB_M/F_18-64_Lookalike (GB, 2%) - rainfactoryS71C",18-24,female,0.06,0,GB,"Lookalike (GB, 2%) - rainfactoryS71C",2.13,3654.055906
7/24/2018,EN_RCH_Lookalikes_LeadGen,"GB_M/F_18-64_Lookalike (GB, 2%) - rainfactoryS71C",18-24,female,0.11,0,GB,"Lookalike (GB, 2%) - rainfactoryS71C",2.24,3651.628289
7/25/2018,EN_RCH_Lookalikes_LeadGen,"GB_M/F_18-64_Lookalike (GB, 2%) - rainfactoryS71C",18-24,female,0.21,0,GB,"Lookalike (GB, 2%) - rainfactoryS71C",2.45,3646.998225
7/26/2018,EN_RCH_Lookalikes_LeadGen,"GB_M/F_18-64_Lookalike (GB, 2%) - rainfactoryS71C",18-24,female,0.18,0,GB,"Lookalike (GB, 2%) - rainfactoryS71C",2.63,3643.034271
7/27/2018,EN_RCH_Lookalikes_LeadGen,"GB_M/F_18-64_Lookalike (GB, 2%) - rainfactoryS71C",18-24,female,0.05,0,GB,"Lookalike (GB, 2%) - rainfactoryS71C",2.68,3641.933938
7/28/2018,EN_RCH_Lookalikes_LeadGen,"GB_M/F_18-64_Lookalike (GB, 2%) - rainfactoryS71C",18-24,female,0.21,0,GB,"Lookalike (GB, 2%) - rainfactoryS71C",2.89,3637.316166
7/30/2018,EN_RCH_Lookalikes_LeadGen,"GB_M/F_18-64_Lookalike (GB, 2%) - rainfactoryS71C",18-24,female,0.07,0,GB,"Lookalike (GB, 2%) - rainfactoryS71C",3.12,3632.265323
7/31/2018,EN_RCH_Lookalikes_LeadGen,"GB_M/F_18-64_Lookalike (GB, 2%) - rainfactoryS71C",18-24,female,0.15,0,GB,"Lookalike (GB, 2%) - rainfactoryS71C",3.27,3628.975075
8/1/2018,EN_RCH_Lookalikes_LeadGen,"GB_M/F_18-64_Lookalike (GB, 2%) - rainfactoryS71C",18-24,female,0.02,0,GB,"Lookalike (GB, 2%) - rainfactoryS71C",3.29,3628.5366
8/3/2018,EN_RCH_Lookalikes_LeadGen,"GB_M/F_18-64_Lookalike (GB, 2%) - rainfactoryS71C",18-24,female,0.19,0,GB,"Lookalike (GB, 2%) - rainfactoryS71C",3.63,3621.090634
8/4/2018,EN_RCH_Lookalikes_LeadGen,"GB_M/F_18-64_Lookalike (GB, 2%) - rainfactoryS71C",18-24,female,0.18,0,GB,"Lookalike (GB, 2%) - rainfactoryS71C",0,3701.382891
8/5/2018,EN_RCH_Lookalikes_LeadGen,"GB_M/F_18-64_Lookalike (GB, 2%) - rainfactoryS71C",18-24,female,0.17,0,GB,"Lookalike (GB, 2%) - rainfactoryS71C",0,3701.382891
8/6/2018,EN_RCH_Lookalikes_LeadGen,"GB_M/F_18-64_Lookalike (GB, 2%) - rainfactoryS71C",18-24,female,0.15,0,GB,"Lookalike (GB, 2%) - rainfactoryS71C",0,3701.382891
8/7/2018,EN_RCH_Lookalikes_LeadGen,"GB_M/F_18-64_Lookalike (GB, 2%) - rainfactoryS71C",18-24,female,0.06,0,GB,"Lookalike (GB, 2%) - rainfactoryS71C",0,3701.382891
7/12/2018,EN_RCH_Lookalikes_LeadGen,"NZ_M/F_18-64_Lookalike (NZ, 2%) - rainfactoryP22C",18-24,female,0.01,0,NZ,"Lookalike (NZ, 2%) - rainfactoryP22C",0.01,3701.159272
7/13/2018,EN_RCH_Lookalikes_LeadGen,"NZ_M/F_18-64_Lookalike (NZ, 2%) - rainfactoryP22C",18-24,female,0.03,0,NZ,"Lookalike (NZ, 2%) - rainfactoryP22C",0.04,3700.488498
7/12/2018,EN_RCH_Lookalikes_LeadGen,"AU_M/F_18-64_Lookalike (AU, 2%) - rainfactoryP22C",18-24,male,0.32,0,AU,"Lookalike (AU, 2%) - rainfactoryP22C",0.32,3694.233804
