Date,Campaign name,Ad set name,Age,Gender,Amount spent (USD),country,audience description,Total investment,Ad revenue
2018-07-18,EN_RCH_Lookalikes_LeadGen,"AU_M/F_18-64_Lookalike (AU, 2%) - rainfactoryS71C",35-44,male,3.37,AU,"Lookalike (AU, 2%) - rainfactoryS71C",31.03,0.0
2018-07-19,EN_RCH_Lookalikes_LeadGen,"AU_M/F_18-64_Lookalike (AU, 2%) - rainfactoryS71C",35-44,male,3.52,AU,"Lookalike (AU, 2%) - rainfactoryS71C",34.55,0.0
2018-07-20,EN_RCH_Lookalikes_LeadGen,"AU_M/F_18-64_Lookalike (AU, 2%) - rainfactoryS71C",35-44,male,2.74,AU,"Lookalike (AU, 2%) - rainfactoryS71C",37.29,0.0
2018-07-21,EN_RCH_Lookalikes_LeadGen,"AU_M/F_18-64_Lookalike (AU, 2%) - rainfactoryS71C",35-44,male,3.0,AU,"Lookalike (AU, 2%) - rainfactoryS71C",40.29,0.0
2018-07-22,EN_RCH_Lookalikes_LeadGen,"AU_M/F_18-64_Lookalike (AU, 2%) - rainfactoryS71C",35-44,male,3.44,AU,"Lookalike (AU, 2%) - rainfactoryS71C",43.73,0.0
2018-07-23,EN_RCH_Lookalikes_LeadGen,"AU_M/F_18-64_Lookalike (AU, 2%) - rainfactoryS71C",35-44,male,4.28,AU,"Lookalike (AU, 2%) - rainfactoryS71C",48.01,0.0
2018-07-24,EN_RCH_Lookalikes_LeadGen,"AU_M/F_18-64_Lookalike (AU, 2%) - rainfactoryS71C",35-44,male,3.1,AU,"Lookalike (AU, 2%) - rainfactoryS71C",51.11,0.0
2018-07-25,EN_RCH_Lookalikes_LeadGen,"AU_M/F_18-64_Lookalike (AU, 2%) - rainfactoryS71C",35-44,male,3.36,AU,"Lookalike (AU, 2%) - rainfactoryS71C",54.47,0.0
2018-07-26,EN_RCH_Lookalikes_LeadGen,"AU_M/F_18-64_Lookalike (AU, 2%) - rainfactoryS71C",35-44,male,2.57,AU,"Lookalike (AU, 2%) - rainfactoryS71C",57.04,96600.0035
2018-07-27,EN_RCH_Lookalikes_LeadGen,"AU_M/F_18-64_Lookalike (AU, 2%) - rainfactoryS71C",35-44,male,3.54,AU,"Lookalike (AU, 2%) - rainfactoryS71C",60.58,0.0
2018-07-28,EN_RCH_Lookalikes_LeadGen,"AU_M/F_18-64_Lookalike (AU, 2%) - rainfactoryS71C",35-44,male,3.69,AU,"Lookalike (AU, 2%) - rainfactoryS71C",64.27,0.0
2018-07-29,EN_RCH_Lookalikes_LeadGen,"AU_M/F_18-64_Lookalike (AU, 2%) - rainfactoryS71C",35-44,male,3.4,AU,"Lookalike (AU, 2%) - rainfactoryS71C",67.67,0.0
2018-07-30,EN_RCH_Lookalikes_LeadGen,"AU_M/F_18-64_Lookalike (AU, 2%) - rainfactoryS71C",35-44,male,5.08,AU,"Lookalike (AU, 2%) - rainfactoryS71C",72.75,0.0
2018-07-31,EN_RCH_Lookalikes_LeadGen,"AU_M/F_18-64_Lookalike (AU, 2%) - rainfactoryS71C",35-44,male,6.38,AU,"Lookalike (AU, 2%) - rainfactoryS71C",79.13,59500.007600000004
2018-08-01,EN_RCH_Lookalikes_LeadGen,"AU_M/F_18-64_Lookalike (AU, 2%) - rainfactoryS71C",35-44,male,6.65,AU,"Lookalike (AU, 2%) - rainfactoryS71C",85.78,0.0
2018-08-02,EN_RCH_Lookalikes_LeadGen,"AU_M/F_18-64_Lookalike (AU, 2%) - rainfactoryS71C",35-44,male,6.37,AU,"Lookalike (AU, 2%) - rainfactoryS71C",92.15,0.0
2018-08-03,EN_RCH_Lookalikes_LeadGen,"AU_M/F_18-64_Lookalike (AU, 2%) - rainfactoryS71C",35-44,male,6.0,AU,"Lookalike (AU, 2%) - rainfactoryS71C",98.15,0.0
2018-08-04,EN_RCH_Lookalikes_LeadGen,"AU_M/F_18-64_Lookalike (AU, 2%) - rainfactoryS71C",35-44,male,6.19,AU,"Lookalike (AU, 2%) - rainfactoryS71C",0.0,5899.998500000001
2018-08-05,EN_RCH_Lookalikes_LeadGen,"AU_M/F_18-64_Lookalike (AU, 2%) - rainfactoryS71C",35-44,male,6.07,AU,"Lookalike (AU, 2%) - rainfactoryS71C",0.0,0.0
2018-08-06,EN_RCH_Lookalikes_LeadGen,"AU_M/F_18-64_Lookalike (AU, 2%) - rainfactoryS71C",35-44,male,6.33,AU,"Lookalike (AU, 2%) - rainfactoryS71C",0.0,0.0
2018-08-07,EN_RCH_Lookalikes_LeadGen,"AU_M/F_18-64_Lookalike (AU, 2%) - rainfactoryS71C",35-44,male,2.95,AU,"Lookalike (AU, 2%) - rainfactoryS71C",0.0,0.0
2018-07-12,EN_RCH_Lookalikes_LeadGen,"CA_M/F_18-64_Lookalike (CA, 2%) - rainfactoryP22C",35-44,male,1.83,CA,"Lookalike (CA, 2%) - rainfactoryP22C",1.83,0.0
2018-07-13,EN_RCH_Lookalikes_LeadGen,"CA_M/F_18-64_Lookalike (CA, 2%) - rainfactoryP22C",35-44,male,4.31,CA,"Lookalike (CA, 2%) - rainfactoryP22C",6.14,0.0
2018-07-14,EN_RCH_Lookalikes_LeadGen,"CA_M/F_18-64_Lookalike (CA, 2%) - rainfactoryP22C",35-44,male,4.6,CA,"Lookalike (CA, 2%) - rainfactoryP22C",10.739999999999998,0.0
2018-07-15,EN_RCH_Lookalikes_LeadGen,"CA_M/F_18-64_Lookalike (CA, 2%) - rainfactoryP22C",35-44,male,5.56,CA,"Lookalike (CA, 2%) - rainfactoryP22C",16.299999999999994,0.0
2018-07-16,EN_RCH_Lookalikes_LeadGen,"CA_M/F_18-64_Lookalike (CA, 2%) - rainfactoryP22C",35-44,male,3.39,CA,"Lookalike (CA, 2%) - rainfactoryP22C",19.69,0.0
2018-07-17,EN_RCH_Lookalikes_LeadGen,"CA_M/F_18-64_Lookalike (CA, 2%) - rainfactoryP22C",35-44,male,3.42,CA,"Lookalike (CA, 2%) - rainfactoryP22C",23.11,0.0
2018-07-18,EN_RCH_Lookalikes_LeadGen,"CA_M/F_18-64_Lookalike (CA, 2%) - rainfactoryP22C",35-44,male,4.96,CA,"Lookalike (CA, 2%) - rainfactoryP22C",28.07,0.0
2018-07-19,EN_RCH_Lookalikes_LeadGen,"CA_M/F_18-64_Lookalike (CA, 2%) - rainfactoryP22C",35-44,male,5.49,CA,"Lookalike (CA, 2%) - rainfactoryP22C",33.56,5899.993200000001
2018-07-20,EN_RCH_Lookalikes_LeadGen,"CA_M/F_18-64_Lookalike (CA, 2%) - rainfactoryP22C",35-44,male,5.27,CA,"Lookalike (CA, 2%) - rainfactoryP22C",38.83,0.0
2018-07-21,EN_RCH_Lookalikes_LeadGen,"CA_M/F_18-64_Lookalike (CA, 2%) - rainfactoryP22C",35-44,male,5.27,CA,"Lookalike (CA, 2%) - rainfactoryP22C",44.1,0.0
2018-07-22,EN_RCH_Lookalikes_LeadGen,"CA_M/F_18-64_Lookalike (CA, 2%) - rainfactoryP22C",35-44,male,6.1,CA,"Lookalike (CA, 2%) - rainfactoryP22C",50.2,0.0
2018-07-23,EN_RCH_Lookalikes_LeadGen,"CA_M/F_18-64_Lookalike (CA, 2%) - rainfactoryP22C",35-44,male,6.52,CA,"Lookalike (CA, 2%) - rainfactoryP22C",56.72,0.0
2018-07-24,EN_RCH_Lookalikes_LeadGen,"CA_M/F_18-64_Lookalike (CA, 2%) - rainfactoryP22C",35-44,male,6.28,CA,"Lookalike (CA, 2%) - rainfactoryP22C",63.0,0.0
2018-07-25,EN_RCH_Lookalikes_LeadGen,"CA_M/F_18-64_Lookalike (CA, 2%) - rainfactoryP22C",35-44,male,6.33,CA,"Lookalike (CA, 2%) - rainfactoryP22C",69.33,41399.9724
2018-07-26,EN_RCH_Lookalikes_LeadGen,"CA_M/F_18-64_Lookalike (CA, 2%) - rainfactoryP22C",35-44,male,5.04,CA,"Lookalike (CA, 2%) - rainfactoryP22C",74.37,0.0
2018-07-27,EN_RCH_Lookalikes_LeadGen,"CA_M/F_18-64_Lookalike (CA, 2%) - rainfactoryP22C",35-44,male,5.03,CA,"Lookalike (CA, 2%) - rainfactoryP22C",79.4,0.0
2018-07-28,EN_RCH_Lookalikes_LeadGen,"CA_M/F_18-64_Lookalike (CA, 2%) - rainfactoryP22C",35-44,male,5.89,CA,"Lookalike (CA, 2%) - rainfactoryP22C",85.29,5900.013
2018-07-29,EN_RCH_Lookalikes_LeadGen,"CA_M/F_18-64_Lookalike (CA, 2%) - rainfactoryP22C",35-44,male,5.85,CA,"Lookalike (CA, 2%) - rainfactoryP22C",91.14,24699.987
2018-07-30,EN_RCH_Lookalikes_LeadGen,"CA_M/F_18-64_Lookalike (CA, 2%) - rainfactoryP22C",35-44,male,6.88,CA,"Lookalike (CA, 2%) - rainfactoryP22C",98.02,0.0
2018-07-31,EN_RCH_Lookalikes_LeadGen,"CA_M/F_18-64_Lookalike (CA, 2%) - rainfactoryP22C",35-44,male,7.79,CA,"Lookalike (CA, 2%) - rainfactoryP22C",105.81,0.0
2018-08-01,EN_RCH_Lookalikes_LeadGen,"CA_M/F_18-64_Lookalike (CA, 2%) - rainfactoryP22C",35-44,male,6.66,CA,"Lookalike (CA, 2%) - rainfactoryP22C",112.47,0.0
2018-08-02,EN_RCH_Lookalikes_LeadGen,"CA_M/F_18-64_Lookalike (CA, 2%) - rainfactoryP22C",35-44,male,7.16,CA,"Lookalike (CA, 2%) - rainfactoryP22C",119.63,62199.994
2018-08-03,EN_RCH_Lookalikes_LeadGen,"CA_M/F_18-64_Lookalike (CA, 2%) - rainfactoryP22C",35-44,male,7.06,CA,"Lookalike (CA, 2%) - rainfactoryP22C",126.69,58200.02779999999
2018-08-04,EN_RCH_Lookalikes_LeadGen,"CA_M/F_18-64_Lookalike (CA, 2%) - rainfactoryP22C",35-44,male,8.25,CA,"Lookalike (CA, 2%) - rainfactoryP22C",0.0,11799.975
2018-08-05,EN_RCH_Lookalikes_LeadGen,"CA_M/F_18-64_Lookalike (CA, 2%) - rainfactoryP22C",35-44,male,6.94,CA,"Lookalike (CA, 2%) - rainfactoryP22C",0.0,5899.9716
2018-08-06,EN_RCH_Lookalikes_LeadGen,"CA_M/F_18-64_Lookalike (CA, 2%) - rainfactoryP22C",35-44,male,8.38,CA,"Lookalike (CA, 2%) - rainfactoryP22C",0.0,44700.0094
2018-08-07,EN_RCH_Lookalikes_LeadGen,"CA_M/F_18-64_Lookalike (CA, 2%) - rainfactoryP22C",35-44,male,2.04,CA,"Lookalike (CA, 2%) - rainfactoryP22C",0.0,5900.0064
2018-07-12,EN_RCH_Lookalikes_LeadGen,"CA_M/F_18-64_Lookalike (CA, 2%) - rainfactoryS71C",35-44,male,1.27,CA,"Lookalike (CA, 2%) - rainfactoryS71C",1.27,0.0
2018-07-13,EN_RCH_Lookalikes_LeadGen,"CA_M/F_18-64_Lookalike (CA, 2%) - rainfactoryS71C",35-44,male,5.09,CA,"Lookalike (CA, 2%) - rainfactoryS71C",6.3599999999999985,0.0
2018-07-14,EN_RCH_Lookalikes_LeadGen,"CA_M/F_18-64_Lookalike (CA, 2%) - rainfactoryS71C",35-44,male,4.7,CA,"Lookalike (CA, 2%) - rainfactoryS71C",11.06,0.0
2018-07-15,EN_RCH_Lookalikes_LeadGen,"CA_M/F_18-64_Lookalike (CA, 2%) - rainfactoryS71C",35-44,male,5.03,CA,"Lookalike (CA, 2%) - rainfactoryS71C",16.09,0.0
2018-07-16,EN_RCH_Lookalikes_LeadGen,"CA_M/F_18-64_Lookalike (CA, 2%) - rainfactoryS71C",35-44,male,3.62,CA,"Lookalike (CA, 2%) - rainfactoryS71C",19.71,0.0
2018-07-17,EN_RCH_Lookalikes_LeadGen,"CA_M/F_18-64_Lookalike (CA, 2%) - rainfactoryS71C",35-44,male,2.97,CA,"Lookalike (CA, 2%) - rainfactoryS71C",22.68,0.0
2018-07-18,EN_RCH_Lookalikes_LeadGen,"CA_M/F_18-64_Lookalike (CA, 2%) - rainfactoryS71C",35-44,male,2.74,CA,"Lookalike (CA, 2%) - rainfactoryS71C",25.42,0.0
2018-07-19,EN_RCH_Lookalikes_LeadGen,"CA_M/F_18-64_Lookalike (CA, 2%) - rainfactoryS71C",35-44,male,3.73,CA,"Lookalike (CA, 2%) - rainfactoryS71C",29.15,0.0
2018-07-20,EN_RCH_Lookalikes_LeadGen,"CA_M/F_18-64_Lookalike (CA, 2%) - rainfactoryS71C",35-44,male,4.47,CA,"Lookalike (CA, 2%) - rainfactoryS71C",33.620000000000005,5899.9977
2018-07-21,EN_RCH_Lookalikes_LeadGen,"CA_M/F_18-64_Lookalike (CA, 2%) - rainfactoryS71C",35-44,male,5.05,CA,"Lookalike (CA, 2%) - rainfactoryS71C",38.67,0.0
2018-07-22,EN_RCH_Lookalikes_LeadGen,"CA_M/F_18-64_Lookalike (CA, 2%) - rainfactoryS71C",35-44,male,6.14,CA,"Lookalike (CA, 2%) - rainfactoryS71C",44.81,0.0
2018-07-23,EN_RCH_Lookalikes_LeadGen,"CA_M/F_18-64_Lookalike (CA, 2%) - rainfactoryS71C",35-44,male,7.83,CA,"Lookalike (CA, 2%) - rainfactoryS71C",52.64,0.0
2018-07-24,EN_RCH_Lookalikes_LeadGen,"CA_M/F_18-64_Lookalike (CA, 2%) - rainfactoryS71C",35-44,male,7.0,CA,"Lookalike (CA, 2%) - rainfactoryS71C",59.64,0.0
2018-07-25,EN_RCH_Lookalikes_LeadGen,"CA_M/F_18-64_Lookalike (CA, 2%) - rainfactoryS71C",35-44,male,7.4,CA,"Lookalike (CA, 2%) - rainfactoryS71C",67.04,19800.032
2018-07-26,EN_RCH_Lookalikes_LeadGen,"CA_M/F_18-64_Lookalike (CA, 2%) - rainfactoryS71C",35-44,male,5.98,CA,"Lookalike (CA, 2%) - rainfactoryS71C",73.02000000000002,12899.996200000001
2018-07-27,EN_RCH_Lookalikes_LeadGen,"CA_M/F_18-64_Lookalike (CA, 2%) - rainfactoryS71C",35-44,male,7.26,CA,"Lookalike (CA, 2%) - rainfactoryS71C",80.28000000000002,60499.9758
2018-07-28,EN_RCH_Lookalikes_LeadGen,"CA_M/F_18-64_Lookalike (CA, 2%) - rainfactoryS71C",35-44,male,6.82,CA,"Lookalike (CA, 2%) - rainfactoryS71C",87.10000000000002,5899.982
2018-07-29,EN_RCH_Lookalikes_LeadGen,"CA_M/F_18-64_Lookalike (CA, 2%) - rainfactoryS71C",35-44,male,8.51,CA,"Lookalike (CA, 2%) - rainfactoryS71C",95.61000000000004,0.0
2018-07-30,EN_RCH_Lookalikes_LeadGen,"CA_M/F_18-64_Lookalike (CA, 2%) - rainfactoryS71C",35-44,male,7.55,CA,"Lookalike (CA, 2%) - rainfactoryS71C",103.16000000000004,5900.023
2018-07-31,EN_RCH_Lookalikes_LeadGen,"CA_M/F_18-64_Lookalike (CA, 2%) - rainfactoryS71C",35-44,male,6.73,CA,"Lookalike (CA, 2%) - rainfactoryS71C",109.89000000000004,0.0
2018-08-01,EN_RCH_Lookalikes_LeadGen,"CA_M/F_18-64_Lookalike (CA, 2%) - rainfactoryS71C",35-44,male,5.51,CA,"Lookalike (CA, 2%) - rainfactoryS71C",115.40000000000003,0.0
2018-08-02,EN_RCH_Lookalikes_LeadGen,"CA_M/F_18-64_Lookalike (CA, 2%) - rainfactoryS71C",35-44,male,5.74,CA,"Lookalike (CA, 2%) - rainfactoryS71C",121.14000000000004,0.0
2018-08-03,EN_RCH_Lookalikes_LeadGen,"CA_M/F_18-64_Lookalike (CA, 2%) - rainfactoryS71C",35-44,male,4.8,CA,"Lookalike (CA, 2%) - rainfactoryS71C",125.94000000000004,0.0
2018-08-04,EN_RCH_Lookalikes_LeadGen,"CA_M/F_18-64_Lookalike (CA, 2%) - rainfactoryS71C",35-44,male,5.61,CA,"Lookalike (CA, 2%) - rainfactoryS71C",0.0,0.0
2018-08-05,EN_RCH_Lookalikes_LeadGen,"CA_M/F_18-64_Lookalike (CA, 2%) - rainfactoryS71C",35-44,male,6.43,CA,"Lookalike (CA, 2%) - rainfactoryS71C",0.0,0.0
2018-08-06,EN_RCH_Lookalikes_LeadGen,"CA_M/F_18-64_Lookalike (CA, 2%) - rainfactoryS71C",35-44,male,6.79,CA,"Lookalike (CA, 2%) - rainfactoryS71C",0.0,5899.9668
2018-08-07,EN_RCH_Lookalikes_LeadGen,"CA_M/F_18-64_Lookalike (CA, 2%) - rainfactoryS71C",35-44,male,1.56,CA,"Lookalike (CA, 2%) - rainfactoryS71C",0.0,0.0
2018-07-12,EN_RCH_Lookalikes_LeadGen,"GB_M/F_18-64_Lookalike (GB, 2%) - rainfactoryP22C",35-44,male,1.08,GB,"Lookalike (GB, 2%) - rainfactoryP22C",1.08,0.0
2018-07-13,EN_RCH_Lookalikes_LeadGen,"GB_M/F_18-64_Lookalike (GB, 2%) - rainfactoryP22C",35-44,male,4.83,GB,"Lookalike (GB, 2%) - rainfactoryP22C",5.91,0.0
2018-07-14,EN_RCH_Lookalikes_LeadGen,"GB_M/F_18-64_Lookalike (GB, 2%) - rainfactoryP22C",35-44,male,5.94,GB,"Lookalike (GB, 2%) - rainfactoryP22C",11.85,0.0
2018-07-15,EN_RCH_Lookalikes_LeadGen,"GB_M/F_18-64_Lookalike (GB, 2%) - rainfactoryP22C",35-44,male,5.8,GB,"Lookalike (GB, 2%) - rainfactoryP22C",17.650000000000006,0.0
2018-07-16,EN_RCH_Lookalikes_LeadGen,"GB_M/F_18-64_Lookalike (GB, 2%) - rainfactoryP22C",35-44,male,4.53,GB,"Lookalike (GB, 2%) - rainfactoryP22C",22.180000000000003,0.0
2018-07-17,EN_RCH_Lookalikes_LeadGen,"GB_M/F_18-64_Lookalike (GB, 2%) - rainfactoryP22C",35-44,male,3.22,GB,"Lookalike (GB, 2%) - rainfactoryP22C",25.4,0.0
2018-07-18,EN_RCH_Lookalikes_LeadGen,"GB_M/F_18-64_Lookalike (GB, 2%) - rainfactoryP22C",35-44,male,4.38,GB,"Lookalike (GB, 2%) - rainfactoryP22C",29.78,5899.9914
2018-07-19,EN_RCH_Lookalikes_LeadGen,"GB_M/F_18-64_Lookalike (GB, 2%) - rainfactoryP22C",35-44,male,3.99,GB,"Lookalike (GB, 2%) - rainfactoryP22C",33.77,0.0
2018-07-20,EN_RCH_Lookalikes_LeadGen,"GB_M/F_18-64_Lookalike (GB, 2%) - rainfactoryP22C",35-44,male,5.41,GB,"Lookalike (GB, 2%) - rainfactoryP22C",39.18000000000001,0.0
2018-07-21,EN_RCH_Lookalikes_LeadGen,"GB_M/F_18-64_Lookalike (GB, 2%) - rainfactoryP22C",35-44,male,5.99,GB,"Lookalike (GB, 2%) - rainfactoryP22C",45.17000000000001,11800.0005
2018-07-22,EN_RCH_Lookalikes_LeadGen,"GB_M/F_18-64_Lookalike (GB, 2%) - rainfactoryP22C",35-44,male,5.74,GB,"Lookalike (GB, 2%) - rainfactoryP22C",50.91000000000001,11800.005000000001
2018-07-23,EN_RCH_Lookalikes_LeadGen,"GB_M/F_18-64_Lookalike (GB, 2%) - rainfactoryP22C",35-44,male,4.32,GB,"Lookalike (GB, 2%) - rainfactoryP22C",55.23000000000001,5899.996800000001
2018-07-24,EN_RCH_Lookalikes_LeadGen,"GB_M/F_18-64_Lookalike (GB, 2%) - rainfactoryP22C",35-44,male,6.03,GB,"Lookalike (GB, 2%) - rainfactoryP22C",61.26000000000001,0.0
2018-07-25,EN_RCH_Lookalikes_LeadGen,"GB_M/F_18-64_Lookalike (GB, 2%) - rainfactoryP22C",35-44,male,6.31,GB,"Lookalike (GB, 2%) - rainfactoryP22C",67.57000000000001,0.0
2018-07-26,EN_RCH_Lookalikes_LeadGen,"GB_M/F_18-64_Lookalike (GB, 2%) - rainfactoryP22C",35-44,male,6.25,GB,"Lookalike (GB, 2%) - rainfactoryP22C",73.82000000000002,5900.0
2018-07-27,EN_RCH_Lookalikes_LeadGen,"GB_M/F_18-64_Lookalike (GB, 2%) - rainfactoryP22C",35-44,male,6.81,GB,"Lookalike (GB, 2%) - rainfactoryP22C",80.63000000000002,0.0
2018-07-28,EN_RCH_Lookalikes_LeadGen,"GB_M/F_18-64_Lookalike (GB, 2%) - rainfactoryP22C",35-44,male,6.88,GB,"Lookalike (GB, 2%) - rainfactoryP22C",87.51,0.0
2018-07-29,EN_RCH_Lookalikes_LeadGen,"GB_M/F_18-64_Lookalike (GB, 2%) - rainfactoryP22C",35-44,male,6.67,GB,"Lookalike (GB, 2%) - rainfactoryP22C",94.18,40499.9732
2018-07-30,EN_RCH_Lookalikes_LeadGen,"GB_M/F_18-64_Lookalike (GB, 2%) - rainfactoryP22C",35-44,male,6.82,GB,"Lookalike (GB, 2%) - rainfactoryP22C",101.0,18800.012
2018-07-31,EN_RCH_Lookalikes_LeadGen,"GB_M/F_18-64_Lookalike (GB, 2%) - rainfactoryP22C",35-44,male,7.07,GB,"Lookalike (GB, 2%) - rainfactoryP22C",108.07,0.0
2018-08-01,EN_RCH_Lookalikes_LeadGen,"GB_M/F_18-64_Lookalike (GB, 2%) - rainfactoryP22C",35-44,male,7.6,GB,"Lookalike (GB, 2%) - rainfactoryP22C",115.67,0.0
2018-08-02,EN_RCH_Lookalikes_LeadGen,"GB_M/F_18-64_Lookalike (GB, 2%) - rainfactoryP22C",35-44,male,8.25,GB,"Lookalike (GB, 2%) - rainfactoryP22C",123.92,0.0
2018-08-03,EN_RCH_Lookalikes_LeadGen,"GB_M/F_18-64_Lookalike (GB, 2%) - rainfactoryP22C",35-44,male,7.35,GB,"Lookalike (GB, 2%) - rainfactoryP22C",131.26999999999998,0.0
2018-08-04,EN_RCH_Lookalikes_LeadGen,"GB_M/F_18-64_Lookalike (GB, 2%) - rainfactoryP22C",35-44,male,7.54,GB,"Lookalike (GB, 2%) - rainfactoryP22C",0.0,11800.0246
2018-08-05,EN_RCH_Lookalikes_LeadGen,"GB_M/F_18-64_Lookalike (GB, 2%) - rainfactoryP22C",35-44,male,7.18,GB,"Lookalike (GB, 2%) - rainfactoryP22C",0.0,0.0
2018-08-06,EN_RCH_Lookalikes_LeadGen,"GB_M/F_18-64_Lookalike (GB, 2%) - rainfactoryP22C",35-44,male,8.22,GB,"Lookalike (GB, 2%) - rainfactoryP22C",0.0,5899.9872000000005
2018-08-07,EN_RCH_Lookalikes_LeadGen,"GB_M/F_18-64_Lookalike (GB, 2%) - rainfactoryP22C",35-44,male,3.02,GB,"Lookalike (GB, 2%) - rainfactoryP22C",0.0,0.0
2018-07-12,EN_RCH_Lookalikes_LeadGen,"GB_M/F_18-64_Lookalike (GB, 2%) - rainfactoryS71C",35-44,male,0.68,GB,"Lookalike (GB, 2%) - rainfactoryS71C",0.68,0.0
2018-07-13,EN_RCH_Lookalikes_LeadGen,"GB_M/F_18-64_Lookalike (GB, 2%) - rainfactoryS71C",35-44,male,5.42,GB,"Lookalike (GB, 2%) - rainfactoryS71C",6.1,0.0
2018-07-14,EN_RCH_Lookalikes_LeadGen,"GB_M/F_18-64_Lookalike (GB, 2%) - rainfactoryS71C",35-44,male,5.1,GB,"Lookalike (GB, 2%) - rainfactoryS71C",11.2,0.0
2018-07-15,EN_RCH_Lookalikes_LeadGen,"GB_M/F_18-64_Lookalike (GB, 2%) - rainfactoryS71C",35-44,male,5.88,GB,"Lookalike (GB, 2%) - rainfactoryS71C",17.08,0.0
2018-07-16,EN_RCH_Lookalikes_LeadGen,"GB_M/F_18-64_Lookalike (GB, 2%) - rainfactoryS71C",35-44,male,3.36,GB,"Lookalike (GB, 2%) - rainfactoryS71C",20.44,0.0
2018-07-17,EN_RCH_Lookalikes_LeadGen,"GB_M/F_18-64_Lookalike (GB, 2%) - rainfactoryS71C",35-44,male,3.68,GB,"Lookalike (GB, 2%) - rainfactoryS71C",24.12,0.0
2018-07-18,EN_RCH_Lookalikes_LeadGen,"GB_M/F_18-64_Lookalike (GB, 2%) - rainfactoryS71C",35-44,male,4.02,GB,"Lookalike (GB, 2%) - rainfactoryS71C",28.14,0.0
2018-07-19,EN_RCH_Lookalikes_LeadGen,"GB_M/F_18-64_Lookalike (GB, 2%) - rainfactoryS71C",35-44,male,6.11,GB,"Lookalike (GB, 2%) - rainfactoryS71C",34.25,14699.9879
2018-07-20,EN_RCH_Lookalikes_LeadGen,"GB_M/F_18-64_Lookalike (GB, 2%) - rainfactoryS71C",35-44,male,7.53,GB,"Lookalike (GB, 2%) - rainfactoryS71C",41.78,17700.018
2018-07-21,EN_RCH_Lookalikes_LeadGen,"GB_M/F_18-64_Lookalike (GB, 2%) - rainfactoryS71C",35-44,male,7.09,GB,"Lookalike (GB, 2%) - rainfactoryS71C",48.87000000000001,0.0
2018-07-22,EN_RCH_Lookalikes_LeadGen,"GB_M/F_18-64_Lookalike (GB, 2%) - rainfactoryS71C",35-44,male,7.27,GB,"Lookalike (GB, 2%) - rainfactoryS71C",56.14,0.0
2018-07-23,EN_RCH_Lookalikes_LeadGen,"GB_M/F_18-64_Lookalike (GB, 2%) - rainfactoryS71C",35-44,male,7.68,GB,"Lookalike (GB, 2%) - rainfactoryS71C",63.82,0.0
2018-07-24,EN_RCH_Lookalikes_LeadGen,"GB_M/F_18-64_Lookalike (GB, 2%) - rainfactoryS71C",35-44,male,8.16,GB,"Lookalike (GB, 2%) - rainfactoryS71C",71.98,0.0
2018-07-25,EN_RCH_Lookalikes_LeadGen,"GB_M/F_18-64_Lookalike (GB, 2%) - rainfactoryS71C",35-44,male,7.47,GB,"Lookalike (GB, 2%) - rainfactoryS71C",79.45,0.0
2018-07-26,EN_RCH_Lookalikes_LeadGen,"GB_M/F_18-64_Lookalike (GB, 2%) - rainfactoryS71C",35-44,male,6.99,GB,"Lookalike (GB, 2%) - rainfactoryS71C",86.44,5899.9794
2018-07-27,EN_RCH_Lookalikes_LeadGen,"GB_M/F_18-64_Lookalike (GB, 2%) - rainfactoryS71C",35-44,male,7.9,GB,"Lookalike (GB, 2%) - rainfactoryS71C",94.34,0.0
2018-07-28,EN_RCH_Lookalikes_LeadGen,"GB_M/F_18-64_Lookalike (GB, 2%) - rainfactoryS71C",35-44,male,6.95,GB,"Lookalike (GB, 2%) - rainfactoryS71C",101.29,0.0
2018-07-29,EN_RCH_Lookalikes_LeadGen,"GB_M/F_18-64_Lookalike (GB, 2%) - rainfactoryS71C",35-44,male,7.33,GB,"Lookalike (GB, 2%) - rainfactoryS71C",108.62,5899.9902999999995
2018-07-30,EN_RCH_Lookalikes_LeadGen,"GB_M/F_18-64_Lookalike (GB, 2%) - rainfactoryS71C",35-44,male,7.07,GB,"Lookalike (GB, 2%) - rainfactoryS71C",115.69,25900.0259
2018-07-31,EN_RCH_Lookalikes_LeadGen,"GB_M/F_18-64_Lookalike (GB, 2%) - rainfactoryS71C",35-44,male,6.24,GB,"Lookalike (GB, 2%) - rainfactoryS71C",121.93,0.0
2018-08-01,EN_RCH_Lookalikes_LeadGen,"GB_M/F_18-64_Lookalike (GB, 2%) - rainfactoryS71C",35-44,male,6.64,GB,"Lookalike (GB, 2%) - rainfactoryS71C",128.57,0.0
2018-08-02,EN_RCH_Lookalikes_LeadGen,"GB_M/F_18-64_Lookalike (GB, 2%) - rainfactoryS71C",35-44,male,7.38,GB,"Lookalike (GB, 2%) - rainfactoryS71C",135.95,0.0
2018-08-03,EN_RCH_Lookalikes_LeadGen,"GB_M/F_18-64_Lookalike (GB, 2%) - rainfactoryS71C",35-44,male,6.21,GB,"Lookalike (GB, 2%) - rainfactoryS71C",142.16,0.0
2018-08-04,EN_RCH_Lookalikes_LeadGen,"GB_M/F_18-64_Lookalike (GB, 2%) - rainfactoryS71C",35-44,male,6.26,GB,"Lookalike (GB, 2%) - rainfactoryS71C",0.0,0.0
